Au-197(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
578.927 82.0045
579.032 52.4332
579.136 37.7757
579.241 29.9282
579.345 25.7015
579.554 23.3421
579.763 27.0325
579.867 31.6332
579.971 39.1318
580.076 51.3210
580.180 71.7473
580.285 107.517
580.389 171.454
580.495 272.296
580.600 339.469
580.706 271.706
580.811 170.364
580.897 114.688
580.983 80.0319
581.069 58.2246
581.156 43.9898
581.328 27.4864
581.500 18.7936
581.672 13.6943
581.845 10.4615
582.189 6.74970
582.533 4.78272
582.878 3.62227
583.567 2.41438
584.256 1.93958
584.945 2.05684
585.289 2.58147
585.462 3.15337
585.634 4.19384
585.806 6.30028
585.892 8.23669
585.978 11.4389
586.064 17.2586
586.107 22.1161
586.150 29.3891
586.194 40.9451
586.237 60.4698
586.280 96.1223
586.301 124.627
586.323 163.812
586.361 261.638
586.400 326.844
586.439 261.603
586.477 163.759
586.509 110.014
586.541 76.6198
586.572 55.6061
586.604 41.8986
586.667 26.0262
586.730 17.7106
586.793 12.8530
586.856 9.79364
586.982 6.30415
587.108 4.46949
587.234 3.38675
587.486 2.22228
587.738 1.63721
587.990 1.29902
588.495 0.937112
588.999 0.753555
589.503 0.646214
590.512 0.533282
592.529 0.472654
594.547 0.530799
596.564 0.744811
597.572 0.976172
598.581 1.40254
599.085 1.75982
599.590 2.29931
600.094 3.16752
600.598 4.69440
600.851 5.93382
601.103 7.75649
601.355 10.5950
601.607 15.3590
601.733 19.0542
601.859 24.2588
601.985 31.9039
602.111 43.7313
602.237 63.3391
602.363 98.7736
602.427 127.818
602.490 169.984
602.553 232.624
602.616 325.543
602.708 520.843
602.800 650.778
602.892 520.461
602.985 325.384
603.040 241.760
603.095 182.673
603.206 111.378
603.317 73.5894
603.428 51.8324
603.539 38.3210
603.650 29.4315
603.871 18.8810
604.093 13.1248
604.315 9.65768
604.758 5.87575
605.201 3.97227
605.644 2.88405
606.088 2.20572
606.531 1.75581
607.418 1.21871
608.304 0.928628
610.078 0.668805
611.851 0.628255
612.737 0.684854
613.624 0.831173
614.511 1.17725
614.954 1.52543
615.397 2.14928
615.841 3.42462
616.062 4.62776
616.284 6.68436
616.506 10.6356
616.616 14.1295
616.727 19.7084
616.838 29.3812
616.894 37.0650
616.949 48.0798
617.004 64.5043
617.060 90.0838
617.115 131.579
617.171 199.740
617.235 319.477
617.300 399.110
617.365 319.223
617.430 199.681
617.482 134.526
617.534 93.7959
617.586 68.0310
617.639 51.2161
617.743 31.7013
617.847 21.4459
617.952 15.4528
618.056 11.6756
618.265 7.37457
618.474 5.12163
618.683 3.80198
619.101 2.40427
619.519 1.72752
619.937 1.36039
620.772 1.03873
621.608 1.01410
622.026 1.11340
622.444 1.34657
622.861 1.87698
623.070 2.39920
623.279 3.31815
623.488 5.14957
623.593 6.83295
623.697 9.62835
623.802 14.7733
623.854 19.1177
623.906 25.7334
623.958 36.4657
623.984 44.4356
624.010 55.1761
624.037 69.9825
624.063 90.8410
624.089 120.671
624.115 163.110
624.157 260.682
624.200 325.744
624.221 306.596
624.243 260.661
624.285 163.092
624.313 118.506
624.341 87.9556
624.396 52.3661
624.451 34.1673
624.506 23.9514
624.562 17.7075
624.617 13.6535
624.727 8.90182
624.838 6.34376
624.948 4.82214
625.169 3.19402
625.390 2.41017
625.611 2.00098
626.053 1.72006
626.494 1.92236
626.715 2.26880
626.936 2.94760
627.157 4.37256
627.268 5.71409
627.378 7.97796
627.489 12.2265
627.544 15.8810
627.599 21.5480
627.654 30.9744
627.709 48.0256
627.737 62.0200
627.765 82.4116
627.792 112.793
627.820 158.005
627.860 252.384
627.900 315.295
627.940 252.362
627.980 157.977
628.019 98.4846
628.059 64.8033
628.098 45.1311
628.137 33.0483
628.215 19.8159
628.293 13.2292
628.372 9.51571
628.450 7.22794
628.607 4.68358
628.763 3.37901
628.920 2.62665
629.233 1.84419
629.546 1.47685
629.859 1.28662
630.485 1.13899
631.738 1.22550
632.990 1.64497
633.616 2.03123
634.243 2.62513
634.869 3.58376
635.495 5.25620
635.808 6.59805
636.121 8.54647
636.435 11.5253
636.748 16.3979
636.904 20.0806
637.061 25.1390
637.217 32.3417
637.374 43.0241
637.530 59.7173
637.687 87.3906
637.844 136.368
638.000 225.963
638.150 361.417
638.300 451.624
638.450 361.225
638.600 225.770
638.754 137.139
638.909 88.3144
639.063 60.5297
639.217 43.7032
639.372 32.8929
639.526 25.5908
639.834 16.7032
640.143 11.7359
640.452 8.69276
641.069 5.32278
641.686 3.60028
642.303 2.60467
642.920 1.97814
643.537 1.55866
644.772 1.04937
646.006 0.764026
647.241 0.588517
648.475 0.473314
650.944 0.337911
653.412 0.269135
655.881 0.253665
656.498 0.273681
657.115 0.343488
657.424 0.443256
657.578 0.541472
657.733 0.716054
657.887 1.07033
657.964 1.40239
658.041 1.96506
658.118 3.03361
658.157 3.96653
658.195 5.43076
658.234 7.91967
658.273 12.5637
658.292 16.5128
658.311 22.4560
658.330 31.6760
658.350 45.9480
658.375 73.3826
658.400 91.6638
658.425 73.3793
658.450 45.9436
658.477 27.6898
658.503 17.7884
658.530 12.1818
658.556 8.82074
658.583 6.66268
658.609 5.21529
658.662 3.45545
658.715 2.47498
658.768 1.87554
658.874 1.21277
658.979 0.874487
659.085 0.678988
659.297 0.473398
659.508 0.372821
659.720 0.316051
660.143 0.257105
660.989 0.211750
661.835 0.194131
665.220 0.176868
671.990 0.205466
675.375 0.247407
678.760 0.324424
680.452 0.388543
682.145 0.491880
682.991 0.579431
683.837 0.745672
684.260 0.923842
684.683 1.34710
684.895 1.86386
685.001 2.33764
685.106 3.13130
685.212 4.62281
685.265 5.91611
685.318 7.94196
685.371 11.3576
685.424 17.7017
685.450 23.0578
685.477 31.0304
685.503 43.2787
685.529 62.1538
685.565 99.1047
685.600 123.656
685.635 98.9961
685.671 62.1641
685.707 38.1636
685.743 24.9182
685.779 17.3323
685.815 12.7407
685.887 7.78146
685.959 5.34987
686.031 3.99102
686.103 3.16192
686.247 2.25311
686.392 1.79911
686.536 1.54691
686.824 1.30649
687.400 1.19834
687.977 1.25320
688.553 1.38236
689.130 1.57186
689.706 1.82972
689.995 1.99073
690.283 2.17847
690.571 2.39884
690.860 2.65945
691.148 2.97065
691.436 3.34642
691.724 3.80674
692.013 4.37946
692.301 5.10644
692.589 6.05021
692.877 7.31130
693.166 9.05461
693.454 11.5731
693.742 15.4155
694.030 21.7171
694.319 33.0561
694.463 42.3750
694.607 56.0039
694.751 76.4680
694.895 107.246
695.098 169.658
695.300 211.490
695.503 170.864
695.705 109.836
695.847 80.5055
695.989 61.3260
696.273 41.1123
696.556 33.3889
696.840 32.4627
697.124 37.2973
697.408 50.1552
697.549 61.6450
697.691 78.7624
697.833 104.432
697.975 142.490
698.188 224.334
698.400 278.663
698.613 223.028
698.826 140.080
699.080 79.7669
699.334 49.3720
699.588 33.1419
699.842 23.7105
700.096 17.8034
700.350 13.8773
700.858 9.15584
701.366 6.53039
701.874 4.91851
702.890 3.11726
703.905 2.18380
704.921 1.64019
706.953 1.08242
708.985 0.872895
710.001 0.867259
711.017 0.958071
712.032 1.24943
712.540 1.56814
713.048 2.15993
713.556 3.40468
713.810 4.60199
714.064 6.68406
714.318 10.7807
714.445 14.4943
714.572 20.5719
714.636 25.1732
714.699 31.5060
714.763 40.5333
714.826 53.9613
714.890 74.9965
714.953 110.042
714.985 136.594
715.017 172.404
715.048 221.221
715.080 287.220
715.140 459.498
715.200 574.061
715.260 459.120
715.320 287.141
715.364 200.077
715.409 143.212
715.453 105.991
715.497 81.0019
715.585 51.1080
715.674 34.9559
715.762 25.3406
715.850 19.2031
716.027 12.1266
716.204 8.36950
716.380 6.14462
716.734 3.75475
717.087 2.56512
717.440 1.88773
718.147 1.18227
718.854 0.838732
719.560 0.644089
720.973 0.439590
722.387 0.337270
723.800 0.277417
726.627 0.212716
729.453 0.182116
732.280 0.172901
733.693 0.180095
735.107 0.211908
735.813 0.258936
736.167 0.305842
736.520 0.390466
736.873 0.566690
737.050 0.736644
737.227 1.03465
737.403 1.63102
737.492 2.18195
737.580 3.10429
737.668 4.82166
737.713 6.29091
737.757 8.55019
737.801 12.2771
737.845 18.9301
737.889 32.1263
737.911 43.5774
737.933 60.2721
737.967 96.4314
738.000 120.451
738.033 96.3109
738.067 60.2663
738.087 44.3947
738.108 33.2931
738.149 20.1225
738.191 13.2472
738.232 9.32229
738.273 6.89807
738.315 5.31354
738.397 3.44147
738.480 2.42392
738.563 1.81327
738.728 1.14886
738.893 0.814882
739.058 0.624179
739.389 0.426122
739.719 0.331118
740.050 0.278702
740.711 0.226815
742.033 0.193704
743.355 0.188978
745.999 0.209563
748.643 0.264765
751.287 0.387745
752.609 0.508301
753.931 0.722507
755.253 1.16131
755.914 1.57939
756.575 2.30573
757.236 3.74024
757.567 5.05036
757.897 7.21742
758.228 11.1754
758.393 14.4995
758.558 19.5259
758.723 27.5931
758.889 41.4871
759.054 67.4785
759.136 88.8087
759.219 118.709
759.360 189.883
759.500 237.322
759.641 189.809
759.781 118.640
759.885 82.4756
759.989 58.9320
760.093 43.5643
760.197 33.2588
760.406 20.9781
760.614 14.3555
760.822 10.4237
761.030 7.91695
761.446 5.03467
761.863 3.51308
762.279 2.61853
763.111 1.67419
763.944 1.22663
764.776 0.997672
766.442 0.854323
768.107 1.00360
768.939 1.23324
769.772 1.67628
770.604 2.60108
771.021 3.47008
771.437 4.93768
771.645 6.08031
771.853 7.69285
772.061 10.0692
772.270 13.7599
772.478 19.9057
772.582 24.6018
772.686 31.0807
772.790 40.2968
772.894 53.7669
772.998 73.9546
773.102 104.130
773.251 166.333
773.400 207.718
773.549 166.261
773.698 104.060
773.854 62.7858
774.010 40.2797
774.166 27.5595
774.322 19.9026
774.478 14.9998
774.634 11.7003
774.946 7.69757
775.257 5.46886
775.569 4.10939
776.193 2.61631
776.817 1.86899
777.441 1.45570
778.688 1.09277
779.936 1.08793
780.559 1.23424
781.183 1.56923
781.807 2.33301
782.119 3.08996
782.431 4.42909
782.742 7.11619
782.898 9.59922
783.054 13.7446
783.210 21.4246
783.288 27.9607
783.366 37.9686
783.444 54.3378
783.522 83.2631
783.561 106.483
783.600 139.596
783.639 187.646
783.678 256.879
783.739 410.777
783.800 513.349
783.861 410.721
783.922 256.818
783.967 178.833
784.012 127.947
784.057 94.6689
784.102 72.3004
784.192 45.6308
784.282 31.2172
784.372 22.6523
784.462 17.1816
784.642 10.8820
784.822 7.53999
785.002 5.56285
785.362 3.44328
785.722 2.39327
786.082 1.80041
786.802 1.19700
787.522 0.923215
788.241 0.792034
789.681 0.744542
791.121 0.934948
791.841 1.17950
792.561 1.64524
793.281 2.63367
793.641 3.58831
794.001 5.25440
794.361 8.55015
794.541 11.5557
794.720 16.5085
794.900 25.5072
794.990 33.0143
795.080 44.2823
795.170 62.2023
795.260 92.6652
795.305 116.152
795.350 148.472
795.395 193.428
795.440 255.344
795.520 408.411
795.600 510.418
795.680 408.332
795.760 255.261
795.827 169.321
795.894 116.520
795.961 83.7212
796.028 62.5642
796.162 38.3101
796.296 25.6998
796.430 18.3920
796.565 13.8042
796.833 8.60551
797.101 5.89177
797.369 4.30193
797.906 2.61160
798.442 1.78002
798.978 1.31116
800.051 0.830920
801.124 0.605136
802.197 0.484726
804.342 0.379674
806.488 0.362532
808.634 0.413425
809.707 0.481438
810.779 0.629337
811.316 0.793809
811.584 0.940030
811.852 1.18575
812.120 1.66524
812.254 2.10754
812.389 2.85659
812.523 4.28850
812.590 5.55689
812.657 7.58542
812.724 11.1259
812.791 18.0420
812.824 24.2146
812.858 33.9302
812.891 49.9698
812.908 61.7779
812.925 76.8883
812.944 98.2767
812.963 122.724
813.000 153.186
813.019 144.185
813.038 122.599
813.075 76.9031
813.120 43.4813
813.165 26.7977
813.210 17.9551
813.255 12.8575
813.300 9.69004
813.345 7.61138
813.435 5.15013
813.525 3.81418
813.615 3.01742
813.796 2.16658
813.976 1.76103
814.156 1.55146
814.516 1.39444
815.236 1.50708
815.957 1.97289
816.677 3.00697
817.037 3.99236
817.397 5.68839
817.758 8.99888
817.938 11.9927
818.118 16.9028
818.298 25.7735
818.388 33.1500
818.478 44.1903
818.568 61.6886
818.658 91.2609
818.748 145.069
818.838 247.365
818.919 395.177
819.000 493.691
819.081 395.158
819.162 247.400
819.241 154.444
819.320 101.663
819.399 70.9195
819.478 51.9963
819.636 31.3371
819.794 21.1015
819.952 15.3704
820.110 11.8847
820.426 8.13350
820.742 6.39006
821.058 5.59859
821.690 5.57881
822.006 6.21674
822.321 7.40297
822.637 9.42779
822.795 10.9315
822.953 12.9316
823.111 15.6495
823.269 19.4402
823.427 24.9098
823.585 33.1418
823.743 46.2321
823.901 68.4327
823.980 85.5196
824.059 108.979
824.138 141.520
824.217 186.248
824.359 297.496
824.500 371.546
824.642 297.339
824.783 186.047
824.935 110.798
825.087 70.3914
825.239 47.8399
825.391 34.3659
825.544 25.7903
825.696 20.0362
826.000 13.0775
826.304 9.20662
826.608 6.84143
827.216 4.22206
827.825 2.87960
828.433 2.09982
829.041 1.60591
829.650 1.27274
830.866 0.863681
832.083 0.630538
834.516 0.386653
836.950 0.267288
839.383 0.199723
844.249 0.130142
849.116 0.0985251
853.983 0.0873481
856.416 0.0918150
858.849 0.116982
860.066 0.155985
860.674 0.195530
861.283 0.267683
861.891 0.419953
862.195 0.568675
862.499 0.833043
862.651 1.05012
862.803 1.37309
862.956 1.88361
863.108 2.75911
863.260 4.45125
863.336 5.95910
863.412 8.38038
863.488 12.6223
863.564 20.9485
863.602 28.3839
863.640 40.1606
863.678 59.7002
863.697 74.0974
863.716 92.6883
863.737 118.691
863.758 148.262
863.800 185.308
863.842 148.254
863.884 92.6783
863.913 65.8889
863.943 47.9445
863.972 35.9343
864.001 27.7105
864.059 17.7141
864.118 12.2148
864.176 8.89875
864.234 6.76518
864.351 4.28339
864.468 2.95686
864.585 2.16781
864.818 1.31733
865.051 0.893607
865.285 0.652669
865.518 0.502816
865.752 0.403373
866.218 0.283875
866.685 0.217762
867.619 0.151595
868.553 0.121859
869.486 0.107459
871.353 0.100988
873.221 0.118286
874.154 0.141770
875.088 0.187661
876.022 0.288253
876.488 0.388586
876.955 0.570123
877.189 0.721488
877.422 0.950010
877.655 1.31837
877.889 1.96857
878.006 2.49842
878.122 3.28117
878.239 4.50662
878.356 6.58107
878.472 10.5037
878.531 13.9212
878.589 19.2767
878.647 28.3403
878.706 45.1795
878.735 59.4110
878.764 80.7147
878.793 113.542
878.822 164.081
878.842 210.009
878.861 262.496
878.900 328.099
878.919 308.796
878.939 262.480
878.978 164.063
879.003 118.527
879.029 87.4047
879.080 51.5031
879.131 33.2815
879.182 23.1036
879.233 16.9008
879.285 12.8816
879.387 8.17583
879.489 5.64039
879.591 4.12686
879.796 2.48764
880.000 1.66768
880.205 1.20016
880.409 0.908733
880.614 0.714943
881.023 0.481307
881.432 0.351248
881.841 0.271456
882.250 0.218991
883.068 0.156438
883.886 0.121976
885.522 0.0872815
887.158 0.0711270
888.794 0.0624778
892.066 0.0546121
898.611 0.0531100
905.155 0.0619018
911.699 0.0859594
914.971 0.110850
918.243 0.156421
919.880 0.194746
921.516 0.253097
923.152 0.348325
924.788 0.519675
925.606 0.662194
926.424 0.877073
927.242 1.22317
928.060 1.83387
928.469 2.33174
928.878 3.06732
929.287 4.21958
929.696 6.17202
929.900 7.69974
930.105 9.87000
930.309 13.0942
930.514 18.1652
930.718 26.7560
930.821 33.4397
930.923 42.8137
931.025 56.4311
931.127 76.8768
931.230 108.576
931.332 157.832
931.466 252.525
931.600 315.550
931.734 252.369
931.868 157.752
931.959 112.964
932.050 82.6873
932.141 62.2553
932.232 48.1841
932.413 30.9366
932.595 21.3737
932.777 15.5889
932.959 11.8510
933.322 7.49414
933.686 5.15816
934.049 3.76629
934.776 2.26406
935.503 1.51468
936.230 1.08848
936.957 0.823409
937.684 0.647643
939.138 0.436813
940.592 0.320648
942.045 0.250633
943.499 0.205980
946.407 0.157697
949.315 0.143158
950.769 0.150828
952.223 0.186633
952.950 0.239095
953.313 0.291033
953.677 0.384190
954.040 0.577162
954.222 0.762581
954.404 1.08715
954.585 1.73527
954.676 2.33342
954.767 3.33218
954.858 5.18725
954.903 6.76831
954.949 9.19920
954.994 13.1977
955.040 20.3063
955.085 34.2698
955.108 46.2925
955.130 63.8043
955.148 81.6333
955.165 102.009
955.200 127.477
955.235 102.006
955.270 63.8006
955.309 36.9631
955.349 23.0381
955.388 15.4639
955.428 11.0278
955.467 8.23212
955.506 6.37845
955.585 4.15506
955.664 2.93200
955.743 2.19091
955.901 1.37913
956.059 0.969472
956.217 0.735505
956.532 0.494959
956.848 0.383992
957.163 0.328691
957.795 0.297599
958.426 0.342984
958.742 0.408466
959.057 0.535020
959.373 0.803671
959.531 1.06170
959.688 1.50874
959.846 2.38162
959.925 3.16653
960.004 4.44132
960.083 6.70420
960.122 8.55090
960.162 11.2557
960.201 15.4302
960.241 22.2006
960.280 33.8752
960.320 54.4362
960.340 69.7077
960.360 87.0730
960.400 108.763
960.440 86.9822
960.481 54.4304
960.525 31.9988
960.569 20.1709
960.614 13.6439
960.658 9.77505
960.702 7.32257
960.747 5.68869
960.835 3.72187
960.924 2.63335
961.012 1.97212
961.190 1.24423
961.367 0.874644
961.544 0.661943
961.899 0.439562
962.253 0.332009
962.608 0.272319
963.317 0.212817
964.735 0.174474
966.154 0.168813
968.990 0.191323
971.827 0.249936
974.663 0.374549
976.081 0.492268
977.500 0.695539
978.918 1.10054
979.627 1.48028
980.336 2.13583
980.691 2.66261
981.045 3.43392
981.400 4.63313
981.754 6.65201
981.932 8.22710
982.109 10.4618
982.286 13.7804
982.463 19.0005
982.641 27.8696
982.729 34.7927
982.818 44.5335
982.907 58.7510
982.995 80.2261
983.084 113.748
983.172 166.367
983.286 265.806
983.400 332.076
983.514 265.798
983.628 166.418
983.747 100.294
983.867 64.4024
983.987 44.1900
984.107 32.0699
984.226 24.3391
984.346 19.1645
984.586 12.9538
984.825 9.59147
985.065 7.65194
985.544 5.94490
986.023 6.08187
986.262 6.94726
986.502 8.77969
986.741 12.6230
986.861 16.1265
986.981 21.7786
987.041 25.9758
987.100 31.6379
987.160 39.4960
987.220 50.7497
987.280 67.5606
987.340 93.7389
987.400 136.178
987.460 205.666
987.530 328.067
987.600 409.643
987.635 385.615
987.670 327.986
987.740 205.540
987.791 144.836
987.841 104.757
987.892 78.2709
987.942 60.3489
988.043 38.7438
988.143 26.9756
988.244 19.9342
988.345 15.4230
988.546 10.2084
988.748 7.44105
988.949 5.81402
989.352 4.11395
989.755 3.35312
990.158 3.03330
990.964 3.15113
991.770 4.26404
992.173 5.46903
992.374 6.36706
992.575 7.56892
992.777 9.21621
992.978 11.5400
993.180 14.9490
993.381 20.1950
993.583 28.7989
993.683 35.2669
993.784 44.0680
