La-139(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
16132.0 72.1834
16132.0 91.8175
16132.1 72.2587
16132.1 47.4826
16132.1 33.6100
16132.2 25.9345
16132.2 15.8984
16132.3 11.1473
16132.4 8.60262
16132.5 6.14500
16132.6 5.10549
16132.9 4.14914
16133.2 3.78193
16134.3 3.37856
16136.5 3.26099
16140.9 3.22103
16149.6 3.19314
16167.1 3.14921
16184.6 3.10110
16202.1 3.04099
16219.6 2.95533
16228.4 2.89374
16237.1 2.80835
16245.9 2.67890
16250.3 2.58453
16254.6 2.45638
16259.0 2.27327
16263.4 2.00846
16265.6 1.85745
16267.8 1.82487
16268.9 2.05797
16269.4 2.37737
16270.0 2.98621
16270.5 4.21776
16271.1 6.74594
16271.3 9.09528
16271.6 12.5847
16271.9 18.0156
16272.1 26.4741
16272.6 48.3081
16273.0 69.4241
16273.4 63.9736
16273.9 46.0341
16274.3 33.0477
16274.7 24.8421
16275.1 19.6404
16275.5 16.1997
16275.9 13.8170
16276.3 12.0979
16277.1 9.82557
16278.0 8.41948
16278.8 7.47775
16280.4 6.31815
16282.1 5.63338
16283.7 5.18784
16285.3 4.87639
16287.0 4.64827
16290.2 4.33351
16293.5 4.12888
16296.8 3.98486
16300.1 3.87790
16306.6 3.72911
16313.2 3.63016
16319.7 3.55909
16326.2 3.50523
16339.3 3.42777
16352.4 3.37367
16378.6 3.29983
16404.8 3.24843
16431.0 3.20787
16483.4 3.14139
16535.7 3.08128
16588.1 3.01790
16614.3 2.98161
16640.5 2.93909
16666.7 2.88601
16679.7 2.85921
16686.3 2.87654
16687.9 2.91087
16689.6 3.01570
16690.4 3.16194
16691.2 3.55627
16691.6 4.06101
16692.0 5.30767
16692.2 6.80255
16692.4 9.87043
16692.5 12.8561
16692.6 18.0510
16692.7 27.9276
16692.8 36.1992
16692.8 50.3427
16692.9 79.3628
16693.0 98.1558
16693.1 79.4884
16693.2 50.5009
16693.2 36.3500
16693.3 28.0666
16693.4 18.1656
16693.5 12.9509
16693.6 9.94994
16693.8 6.86064
16694.0 5.40228
16694.4 4.12337
16694.8 3.59583
16695.6 3.17089
16696.4 3.00923
16698.0 2.88109
16699.6 2.82899
16706.0 2.74663
16712.5 2.68892
16718.9 2.61816
16725.3 2.51385
16728.5 2.43751
16731.7 2.33222
16735.0 2.17574
16738.2 1.92532
16741.4 1.56690
16742.2 1.58269
16743.0 2.03111
16743.4 2.83085
16743.6 3.61093
16743.8 4.88927
16744.0 7.06268
16744.2 10.9349
16744.4 18.1964
16744.6 32.3137
16744.8 58.2725
16745.0 82.6769
16745.2 74.9962
16745.4 53.1769
16745.7 35.2139
16745.9 24.7437
16746.2 18.7417
16746.4 15.1607
16746.7 12.6838
16746.9 10.9629
16747.4 8.80465
16747.9 7.48291
16748.4 6.63268
16749.4 5.59425
16750.4 4.98685
16751.3 4.59815
16753.3 4.12538
16755.3 3.85101
16757.2 3.67185
16761.2 3.45106
16765.1 3.31874
16769.1 3.22911
16776.9 3.11160
16784.8 3.03332
16792.7 2.97293
16808.5 2.87239
16824.2 2.76986
16832.1 2.70759
16840.0 2.62843
16847.9 2.51606
16851.8 2.43646
16855.8 2.32841
16859.7 2.17066
16863.6 1.91875
16867.6 1.54158
16868.6 1.53171
16869.5 1.90961
16870.0 2.65153
16870.3 3.40095
16870.5 4.59692
16870.8 6.75346
16871.0 10.5112
16871.3 18.0497
16871.4 24.0431
16871.5 32.4204
16871.8 59.1262
16872.0 82.8259
16872.3 74.6992
16872.5 53.1896
16872.8 34.7998
16873.1 24.5419
16873.4 18.6288
16873.7 14.9669
16873.9 12.5451
16874.2 10.8546
16874.8 8.69175
16875.4 7.39288
16876.0 6.53904
16877.1 5.50592
16878.3 4.90117
16879.4 4.50974
16881.8 4.03643
16884.1 3.75808
16886.4 3.57491
16891.0 3.34302
16895.6 3.19706
16900.3 3.09098
16909.5 2.92898
16918.8 2.77846
16923.4 2.69073
16928.0 2.58085
16932.7 2.42678
16935.0 2.31899
16937.3 2.17659
16939.6 1.97787
16941.9 1.70191
16943.1 1.55721
16944.2 1.57453
16944.8 1.88977
16945.1 2.28997
16945.4 3.05059
16945.7 4.54273
16946.0 7.65407
16946.1 10.5576
16946.3 14.7294
16946.4 21.1839
16946.6 31.7182
16946.8 57.9040
16947.0 82.1158
16947.2 75.1146
16947.4 53.3467
16947.7 35.9744
16947.9 25.7449
16948.2 19.7098
16948.4 15.9146
16948.7 13.3783
16948.9 11.5948
16949.4 9.29627
16949.9 7.90655
16950.4 6.98907
16951.4 5.86771
16952.4 5.21631
16953.4 4.79389
16955.4 4.28317
16957.4 3.98338
16959.4 3.78747
16963.4 3.54331
16967.4 3.39503
16971.4 3.29386
16979.4 3.15993
16987.4 3.07053
16995.4 3.00297
17011.3 2.89882
17043.2 2.73174
17075.2 2.56016
17091.1 2.45898
17107.1 2.33933
17123.1 2.19193
17139.0 2.00380
17147.0 1.88909
17155.0 1.75859
17171.0 1.47036
17179.0 1.39382
17182.9 1.45206
17186.9 1.69286
17190.9 2.38147
17192.9 3.09680
17194.9 4.30071
17196.9 6.41458
17198.9 10.2546
17200.9 17.6694
17201.9 23.7815
17202.9 32.2671
17205.0 59.4969
17207.0 85.5506
17209.1 78.6126
17211.1 56.3165
17213.5 37.6549
17215.8 26.9832
17218.2 20.6718
17220.5 16.7207
17222.9 14.0668
17225.2 12.2061
17229.9 9.80071
17234.7 8.33765
17239.4 7.36851
17248.8 6.17907
17258.2 5.48224
17267.6 5.02729
17277.0 4.70639
17286.4 4.46786
17305.3 4.13431
17324.1 3.90947
17333.5 3.82191
17342.9 3.74806
17352.3 3.70000
17357.0 3.74913
17358.2 3.82114
17359.4 4.02189
17360.0 4.28252
17360.6 4.92268
17360.9 5.67299
17361.2 7.20682
17361.3 8.73951
17361.5 11.1778
17361.6 16.0139
17361.7 25.4594
17361.9 38.1533
17362.0 47.3854
17362.1 38.2127
17362.3 25.5315
17362.3 19.1628
17362.4 15.2260
17362.6 10.3853
17362.8 7.96195
17362.9 6.61562
17363.3 5.27289
17363.6 4.66941
17364.3 4.13054
17365.0 3.91338
17366.3 3.73584
17367.7 3.66371
17373.1 3.56618
17383.9 3.48860
17405.5 3.37437
17448.7 3.16258
17470.3 3.03757
17481.1 2.95960
17491.9 2.86093
17502.7 2.72316
17508.1 2.62744
17513.5 2.50018
17518.9 2.32056
17524.3 2.05391
17527.0 1.88612
17529.7 1.78075
17531.0 1.90518
17531.7 2.12526
17532.4 2.58469
17533.0 3.57411
17533.4 4.45337
17533.7 5.74430
17534.0 7.80673
17534.4 10.9895
17534.7 16.3302
17535.0 24.7939
17535.5 45.0491
17536.0 64.5988
17536.5 59.7427
17537.0 43.2130
17537.4 31.5106
17537.8 24.0773
17538.3 19.1431
17538.7 15.9023
17539.6 11.9258
17540.4 9.71362
17541.3 8.31470
17542.2 7.38269
17543.9 6.21474
17545.6 5.52280
17547.4 5.07318
17549.1 4.75714
17550.8 4.52313
17554.3 4.19885
17557.8 3.98515
17561.2 3.83226
17564.7 3.71651
17571.6 3.54995
17578.5 3.43285
17592.4 3.26877
17606.2 3.14751
17620.1 3.04395
17633.9 2.95455
17640.9 2.95869
17642.6 3.00413
17644.3 3.15327
17645.2 3.36398
17646.1 3.91742
17646.5 4.62801
17646.9 6.28747
17647.1 8.17669
17647.4 11.8180
17647.5 15.3230
17647.6 21.1321
17647.7 31.3809
17647.8 49.3715
17647.9 76.3768
17648.0 96.0790
17648.1 76.5341
17648.2 49.5640
17648.3 37.1147
17648.3 29.2058
17648.5 19.3678
17648.6 13.6395
17648.7 10.5750
17649.0 7.23342
17649.2 5.69536
17649.7 4.29025
17650.2 3.70364
17651.2 3.22840
17652.1 3.04046
17654.1 2.88585
17656.1 2.81638
17663.9 2.68013
17671.8 2.56645
17679.6 2.42939
17687.5 2.24157
17691.4 2.11491
17695.3 1.95502
17699.2 1.75172
17703.2 1.53516
17705.1 1.51580
17706.1 1.61062
17707.1 1.89360
17708.1 2.62590
17708.5 3.35617
17709.0 4.56817
17709.5 6.65300
17710.0 10.4111
17710.5 17.5485
17711.0 31.5222
17711.5 57.4723
17712.0 81.3235
17712.5 73.8775
17713.0 52.6455
17713.3 42.0198
17713.6 34.0770
17714.2 24.0231
17714.9 18.1826
17715.5 14.6441
17716.1 12.2717
17716.7 10.6453
17717.9 8.54572
17719.2 7.28399
17720.4 6.45298
17722.9 5.43686
17725.3 4.84374
17727.8 4.45584
17730.2 4.18173
17732.7 3.97680
17737.6 3.68763
17742.5 3.48906
17752.4 3.22077
17762.2 3.03103
17772.0 2.87413
17791.7 2.58445
17811.4 2.25728
17821.2 2.05648
17831.1 1.81831
17840.9 1.54441
17845.8 1.41326
17850.7 1.33419
17855.7 1.44576
17858.1 1.69704
17860.6 2.25715
17863.0 3.47280
17864.3 4.55721
17865.5 6.20696
17866.7 8.77206
17868.0 12.8587
17869.2 19.5101
17870.4 30.2588
17872.2 56.6221
17874.0 82.4238
17875.8 76.5942
17877.6 55.4021
17879.1 41.5269
17880.5 32.1523
17882.0 25.7917
17883.5 21.4195
17886.4 15.9503
17889.4 12.7947
17892.3 10.7904
17895.3 9.42260
17901.2 7.69746
17907.1 6.65689
17913.0 5.96021
17924.8 5.06035
17936.6 4.45229
17948.4 3.91626
17954.3 3.61239
17960.1 3.23313
17963.1 3.00886
17966.0 2.84072
17967.5 2.92638
17968.3 3.12087
17969.0 3.54638
17969.7 4.47965
17970.5 6.54260
17970.8 8.49981
17971.2 11.6262
17971.6 16.7319
17971.9 24.8147
17972.5 44.9379
17973.0 64.2400
17973.5 59.4948
17974.1 43.4245
17974.4 35.4211
17974.7 29.3421
17975.3 21.4974
17976.0 16.8487
17976.6 13.9876
17977.3 12.0471
17977.9 10.7028
17979.1 8.95712
17980.4 7.88203
17981.7 7.16926
17984.2 6.27614
17986.7 5.73831
17989.3 5.37770
17994.3 4.91126
17999.4 4.60792
18004.5 4.38202
18014.6 4.02760
18024.7 3.69525
18029.8 3.50392
18034.8 3.26990
18039.9 2.95356
18042.4 2.74366
18045.0 2.48129
18050.0 1.82661
18051.3 1.81550
18051.9 1.97064
18052.6 2.39227
18053.2 3.42130
18053.5 4.38853
18053.8 5.84783
18054.2 8.24103
18054.5 12.0032
18054.8 18.4438
18055.1 28.8065
18055.6 54.8676
18056.0 80.7675
18056.2 82.6793
18056.5 76.2282
18056.9 56.2023
18057.3 43.4578
18057.6 34.6782
18058.0 28.3668
18058.3 24.0071
18059.0 18.3275
18059.7 14.9652
18060.4 12.7958
18061.1 11.3013
18062.4 9.40242
18063.8 8.26123
18065.2 7.50585
18067.9 6.57553
18070.7 6.02224
18073.5 5.65600
18076.2 5.39474
18079.0 5.19877
18084.5 4.92017
18090.0 4.73025
18101.0 4.48140
18112.1 4.32043
18123.1 4.20417
18145.1 4.04116
18167.2 3.92697
18189.3 3.83914
18233.4 3.70628
18277.5 3.60396
18321.6 3.51676
18365.7 3.43633
18387.8 3.39938
18398.8 3.39489
18404.3 3.45078
18405.7 3.51589
18407.1 3.69942
18407.8 3.94412
18408.4 4.58142
18408.8 5.38472
18409.1 7.21727
18409.3 9.19597
18409.5 13.0867
18409.6 16.8196
18409.6 22.0730
18409.7 31.9325
18409.8 47.2043
18409.9 74.9048
18410.0 91.4945
18410.1 75.1110
18410.2 47.4691
18410.3 32.1807
18410.4 23.1392
18410.4 17.0100
18410.5 13.5907
18410.7 9.48800
18410.9 7.50280
18411.2 5.52988
18411.5 4.70547
18412.2 4.01379
18412.9 3.74540
18414.2 3.53322
18415.5 3.45305
18420.9 3.36251
18431.5 3.31859
18452.9 3.26483
18474.3 3.20845
18495.6 3.13990
18517.0 3.04643
18527.6 2.98178
18538.3 2.89471
18549.0 2.76598
18554.3 2.67330
18559.7 2.54766
18565.0 2.36657
18570.3 2.09242
18573.0 1.91593
18575.7 1.79353
18577.0 1.90196
18577.7 2.10763
18578.4 2.54206
18579.0 3.47896
18579.7 5.51832
18580.0 7.47220
18580.4 10.4755
18580.7 15.2972
18581.0 23.0536
18581.5 42.4892
18582.0 61.1477
18582.5 56.8429
18583.0 41.4984
18583.5 28.8146
18584.1 21.2498
18584.6 16.6729
18585.2 13.7411
18585.7 11.7545
18586.2 10.3422
18587.3 8.51333
18588.4 7.38092
18589.5 6.62672
18591.6 5.69943
18593.8 5.15230
18595.9 4.79632
18598.1 4.54581
18600.2 4.36005
18604.5 4.10215
18608.8 3.93129
18613.2 3.80888
18617.5 3.71630
18626.1 3.58281
18634.7 3.48889
18651.9 3.35753
18669.1 3.26103
18686.4 3.17911
18703.6 3.10478
18712.2 3.08074
18716.5 3.12089
18717.6 3.17638
18718.7 3.33325
18719.2 3.54239
18719.8 4.07724
18720.0 4.72095
18720.3 6.17815
18720.4 7.77501
18720.6 10.5650
18720.7 16.3686
18720.8 22.1769
18720.8 30.2538
18720.9 46.4172
18721.0 57.7666
18721.1 46.5348
18721.2 30.3989
18721.3 21.3084
18721.3 15.2647
18721.5 9.59103
18721.6 7.04309
18721.8 5.71740
18722.1 4.43874
18722.4 3.90202
18723.0 3.44767
18723.6 3.26980
18726.0 3.06940
18730.9 2.99325
18740.6 2.92931
18760.0 2.81391
18779.4 2.67690
18798.8 2.50016
18808.5 2.38881
18818.2 2.25597
18827.9 2.09498
18837.6 1.90034
18847.3 1.67915
18852.2 1.58035
18857.0 1.53894
18861.9 1.69252
18864.3 1.96433
18866.7 2.53623
18869.2 3.74542
18870.4 4.80347
18871.6 6.39704
18872.8 8.87675
18874.0 12.7665
18875.2 19.0401
18876.4 29.1909
18878.2 54.0112
18880.0 78.0339
18881.8 72.1417
18883.6 52.0174
18885.2 37.9443
18886.8 28.7826
18888.4 22.8332
18890.0 18.8278
18893.2 13.9699
18896.5 11.2346
18899.7 9.52311
18902.9 8.36662
18909.3 6.91959
18915.8 6.05658
18922.2 5.48266
18935.1 4.75559
18948.0 4.29185
18960.8 3.94463
18967.3 3.79460
18973.7 3.66229
18976.9 3.61430
18980.2 3.61587
18981.8 3.68158
18983.4 3.91568
18984.2 4.23781
18985.0 5.01657
18985.4 5.88077
18985.8 7.61929
18986.0 9.20530
18986.2 11.7698
18986.4 16.1432
18986.6 23.9365
18986.8 36.2698
18987.0 44.6915
18987.2 36.3492
18987.4 24.0278
18987.6 16.2158
18987.8 11.8186
18988.0 9.23147
18988.2 7.62486
18988.6 5.85048
18989.0 4.95523
18989.8 4.12193
18990.6 3.75289
18992.2 3.42436
18993.8 3.26736
18997.0 3.08440
19000.2 2.94699
19006.6 2.68110
19013.0 2.37584
19019.4 2.00399
19025.8 1.61121
19029.0 1.54916
19030.6 1.66798
19032.2 2.04070
19033.8 2.97440
19034.6 3.85919
19035.4 5.24796
19036.2 7.46223
19037.0 11.0638
19037.8 17.0302
19038.6 26.9336
19039.8 51.9307
19041.0 77.9995
19041.6 80.2554
19042.2 74.4209
19043.4 55.0161
19044.3 42.3090
19045.2 33.5056
19046.2 27.3677
19047.1 23.0882
19049.0 17.6192
19050.8 14.4030
19052.7 12.3341
19054.6 10.9103
19058.3 9.10417
19062.1 8.01312
19065.8 7.28915
19073.3 6.39254
19080.7 5.85803
19088.2 5.50299
19095.7 5.24874
19103.2 5.05690
19118.1 4.78462
19133.1 4.59888
19162.9 4.35766
19192.8 4.20444
19222.7 4.09651
19282.5 3.95127
19342.3 3.85566
19402.1 3.78654
19521.7 3.69097
19641.3 3.62622
19760.8 3.57833
20000.0 3.51035
20000.0 6.03380
25000.0 5.78510
30000.0 5.60123
35000.0 5.45675
40000.0 5.33890
50000.0 5.15527
60000.0 5.01594
70000.0 4.90448
80000.0 4.81194
99999.9 4.66418
100000 4.66422
125000 4.71803
150000 4.79595
167100 4.86179
167105 4.86179
200000 5.00341
225000 5.11275
250000 5.21979
300000 5.41843
350000 5.59368
400000 5.74726
450000 5.88010
500000 5.99132
600000 6.17548
700000 6.33647
800000 6.49658
900000 6.65663
1.00000E+06 6.81662
1.21780E+06 7.06822
1.22790E+06 7.07505
1.26590E+06 7.09746
1.26593E+06 7.09745
1.39130E+06 7.13478
1.39133E+06 7.13473
1.43030E+06 7.13599
1.43031E+06 7.13598
1.43080E+06 7.13584
1.43082E+06 7.13583
1.48700E+06 7.12976
1.48702E+06 7.12973
1.54260E+06 7.11555
1.54890E+06 7.11349
1.54910E+06 7.11336
1.56970E+06 7.10593
1.56972E+06 7.10592
1.75000E+06 7.00583
2.01560E+06 6.78326
2.25000E+06 6.55472
2.50000E+06 6.30556
2.75000E+06 6.06279
3.00000E+06 5.83024
3.25000E+06 5.60848
3.50000E+06 5.39887
3.75000E+06 5.20314
4.05970E+06 4.98172
4.25000E+06 4.85825
4.50000E+06 4.71165
4.75000E+06 4.58342
5.00000E+06 4.47442
5.25000E+06 4.38489
5.50000E+06 4.31523
5.75000E+06 4.26462
6.00000E+06 4.23227
6.30030E+06 4.21545
6.43110E+06 4.21504
6.75000E+06 4.22857
7.00000E+06 4.25163
7.25000E+06 4.28295
7.59640E+06 4.33623
7.75000E+06 4.36229
8.00000E+06 4.40672
8.25000E+06 4.45233
8.50000E+06 4.49800
8.84190E+06 4.55934
8.84195E+06 4.55935
9.00000E+06 4.58678
9.25000E+06 4.62872
9.50000E+06 4.66860
9.75000E+06 4.70596
1.00000E+07 4.74099
1.02500E+07 4.77327
1.05000E+07 4.80278
1.07500E+07 4.82958
1.09270E+07 4.84678
1.12500E+07 4.87446
1.15000E+07 4.89269
1.17500E+07 4.90799
1.20000E+07 4.92037
1.22500E+07 4.93012
1.25000E+07 4.93709
1.27500E+07 4.94145
1.30000E+07 4.94322
1.32500E+07 4.94237
1.35000E+07 4.93923
1.37500E+07 4.93359
1.40000E+07 4.92585
1.42500E+07 4.91577
1.45000E+07 4.90366
1.47500E+07 4.88948
1.50000E+07 4.87352
1.52500E+07 4.85558
1.55000E+07 4.83595
1.57500E+07 4.81467
1.60000E+07 4.79178
1.63680E+07 4.75561
1.63680E+07 4.75561
1.65000E+07 4.74190
1.67500E+07 4.71507
1.70000E+07 4.68713
1.72500E+07 4.65812
1.75000E+07 4.62829
1.77500E+07 4.59773
1.80000E+07 4.56641
1.82500E+07 4.53473
1.85000E+07 4.50250
1.87500E+07 4.47007
1.90000E+07 4.43760
1.92500E+07 4.40511
1.95000E+07 4.37261
1.97500E+07 4.34036
2.00000E+07 4.30855
