Co-59(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
32005.5 7.99836
32058.0 7.46981
32110.6 6.99246
32320.7 5.21012
32425.8 4.24830
32478.3 3.72528
32530.9 3.18454
32583.4 2.68665
32635.9 2.46981
32662.2 2.69697
32688.5 3.48007
32714.7 5.40988
32727.9 7.13458
32741.0 9.62791
32758.5 14.5146
32776.0 21.3190
32793.5 29.0258
32811.0 35.1001
32846.0 36.0440
32881.0 29.2848
32906.0 24.6551
32931.1 20.9664
32956.1 18.0852
32981.1 15.8041
33006.1 13.9833
33031.2 12.6898
33043.7 12.4460
33056.2 12.9043
33068.7 15.1704
33075.0 17.8494
33081.2 22.5061
33091.1 36.1350
33101.0 52.6851
33110.9 53.5875
33120.8 43.5258
33129.1 35.8343
33137.5 30.3157
33145.8 26.4404
33154.1 23.6625
33170.8 20.0187
33187.5 17.7591
33204.2 16.2160
33220.8 15.0850
33254.2 13.5089
33287.5 12.4331
33320.8 11.6307
33354.2 10.9982
33370.9 10.7371
33379.2 10.6582
33383.4 10.7735
33385.4 11.2941
33386.5 12.6198
33387.0 14.8880
33387.3 17.4401
33387.5 22.3597
33387.8 29.6289
33388.0 34.4535
33388.2 29.8011
33388.5 22.5459
33388.8 16.9565
33389.1 14.3413
33389.7 12.2232
33390.4 11.4311
33391.0 11.0646
33393.5 10.5885
33398.5 10.3782
33408.4 10.2039
33428.4 9.94302
33468.2 9.49741
33548.0 8.77134
33707.5 7.68482
33867.0 6.83850
34026.4 6.09556
34185.9 5.38709
34345.4 4.68626
34425.2 4.35395
34504.9 4.07770
34544.8 3.98981
34584.6 3.96969
34604.6 4.00225
34624.5 4.08723
34634.5 4.17082
34644.5 4.33675
34649.4 4.51510
34651.9 4.67025
34654.4 4.92400
34656.9 5.39360
34658.2 5.80127
34659.4 6.43558
34660.7 7.51952
34661.9 9.53555
34662.5 11.2811
34663.1 13.8774
34663.8 17.9120
34664.4 24.2107
34665.2 36.3217
34666.0 44.5405
34666.8 36.7460
34667.6 24.7711
34668.3 18.1468
34668.9 13.9957
34669.6 11.3756
34670.3 9.66322
34671.6 7.68041
34672.9 6.64697
34674.2 6.04204
34675.5 5.66721
34678.2 5.24990
34680.8 5.04592
34683.4 4.94064
34688.7 4.86567
34693.9 4.87453
34699.2 4.92430
34709.7 5.09303
34730.8 5.61906
34751.8 6.39375
34793.9 8.99776
34836.0 13.8968
34866.3 19.6124
34896.5 27.4607
34957.0 43.8757
35017.5 45.2847
35078.0 36.5690
35141.4 28.3862
35204.9 22.9343
35268.3 19.3547
35331.7 16.9098
35395.2 15.1612
35458.6 13.8588
35522.1 12.8538
35537.9 12.6379
35553.8 12.4347
35569.6 12.2524
35577.6 12.2126
35581.5 12.3697
35583.5 12.9778
35584.5 14.4481
35585.0 16.8518
35585.2 19.4154
35585.5 23.7185
35585.7 30.8589
35586.0 35.7588
35586.3 31.1459
35586.5 24.0910
35586.9 18.6574
35587.2 16.0307
35587.9 13.8679
35589.2 12.6935
35591.9 12.2080
35597.2 11.9985
35607.9 11.8376
35629.3 11.6056
35650.6 11.3984
35672.0 11.2056
35757.5 10.5405
35928.4 9.55841
36099.4 8.85911
36184.8 8.57935
36227.6 8.45918
36249.0 8.42390
36259.6 8.47930
36262.3 8.54977
36265.0 8.73808
36266.3 8.97177
36267.6 9.51324
36268.3 10.1057
36269.0 11.2872
36269.3 12.3810
36269.7 14.0954
36270.0 16.9961
36270.3 22.0239
36270.7 30.2558
36271.0 35.6334
36271.4 30.0853
36271.7 21.9307
36272.0 17.0316
36272.3 14.1363
36272.9 11.3319
36273.5 10.1120
36274.1 9.49095
36275.4 8.91327
36276.6 8.66780
36279.0 8.46532
36281.5 8.38462
36291.3 8.28505
36310.9 8.21678
36350.1 8.11443
36428.4 7.92915
36506.8 7.76097
36585.2 7.60918
36663.6 7.47706
36702.8 7.42274
36741.9 7.38394
36781.1 7.37992
36800.7 7.40804
36820.3 7.48257
36839.9 7.66341
36849.7 7.84228
36859.5 8.14736
36869.3 8.71316
36874.2 9.18789
36879.1 9.89859
36884.0 11.0219
36888.9 12.9042
36893.8 16.2689
36898.7 22.4826
36903.3 31.9170
36908.0 38.3421
36912.7 32.2458
36917.3 22.9012
36921.6 17.1979
36926.0 13.8473
36930.3 11.8391
36934.6 10.5743
36943.2 9.15591
36951.9 8.42836
36960.5 8.00530
36969.2 7.73637
36986.4 7.42138
37003.7 7.24436
37021.0 7.12967
37055.5 6.98244
37090.1 6.88130
37124.6 6.79454
37141.9 6.74871
37159.2 6.69119
37167.8 6.64949
37176.5 6.58177
37180.8 6.52253
37185.1 6.41511
37187.3 6.31648
37189.4 6.13793
37191.6 5.71764
37192.7 5.25050
37193.2 5.11093
37193.5 5.71480
37193.7 9.39158
37193.9 15.2881
37194.0 22.7395
37194.1 23.6542
37194.3 19.9239
37194.6 14.1016
37194.9 11.4109
37195.4 9.32395
37196.6 8.04677
37197.7 7.60024
37198.9 7.37516
37201.2 7.14895
37203.5 7.03507
37208.1 6.91782
37212.7 6.85625
37221.8 6.78825
37231.0 6.74792
37249.4 6.69518
37267.8 6.65678
37341.3 6.54261
37488.3 6.36205
37782.4 6.05632
38370.5 5.53900
38958.5 5.07259
39252.6 4.83234
39399.6 4.69343
39436.4 4.65027
39473.1 4.59485
39491.5 4.55528
39509.9 4.49273
39519.1 4.43910
39528.3 4.34252
39532.9 4.25324
39537.4 4.08879
39539.7 3.93829
39542.0 3.67485
39544.3 3.11516
39545.5 2.69370
39546.1 3.02391
39546.3 4.40552
39546.6 9.44802
39546.8 17.9040
39547.0 28.6645
39547.1 30.8129
39547.2 29.8245
39547.4 24.0419
39547.6 18.6607
39547.8 14.9889
39548.2 11.1312
39548.6 9.23615
39548.9 8.15330
39549.7 6.98204
39550.5 6.38505
39552.1 5.77830
39553.6 5.47697
39556.8 5.17534
39559.9 5.02452
39566.2 4.87190
39572.4 4.79339
39585.0 4.70938
39597.5 4.66163
39622.6 4.60192
39647.6 4.55973
39697.7 4.49148
39722.8 4.46009
39735.3 4.44517
39741.6 4.44183
39744.7 4.45921
39746.3 4.54119
39747.0 4.81176
39747.4 5.49299
39747.6 6.73923
39747.8 11.1160
39748.0 18.0196
39748.2 11.3293
39748.3 7.39256
39748.5 6.02715
39748.8 5.09705
39749.4 4.66014
39750.6 4.50063
39753.0 4.44738
39757.8 4.42611
39767.4 4.40944
39786.7 4.38410
39825.2 4.33524
39902.2 4.23148
39979.2 4.11183
40056.2 3.96404
40133.2 3.76355
40171.7 3.62752
40210.2 3.44968
40248.7 3.20213
40267.9 3.03734
40287.2 2.83391
40325.7 2.34417
40335.3 2.31375
40344.9 2.57009
40349.7 2.98725
40354.5 3.84888
40359.3 5.59845
40364.1 9.11339
40367.1 12.7471
40370.1 17.7381
40376.0 28.6771
40379.0 30.9577
40381.9 30.0891
40387.9 24.1737
40394.4 18.3053
40400.9 14.5360
40407.4 12.1514
40413.9 10.5721
40420.5 9.47212
40427.0 8.67135
40440.0 7.59570
40453.1 6.91297
40466.1 6.44338
40492.2 5.83960
40518.3 5.46550
40544.3 5.20747
40596.5 4.86398
40648.7 4.62991
40700.8 4.43687
40726.9 4.33776
40753.0 4.21483
40766.0 4.12658
40779.1 3.98550
40785.6 3.86542
40792.1 3.65758
40795.4 3.47921
40798.6 3.18915
40801.9 2.69551
40803.5 2.59215
40804.3 3.30422
40804.7 4.58059
40805.1 7.51096
40805.4 10.3543
40805.6 14.1444
40806.0 22.5770
40806.4 23.6987
40806.9 19.4036
40807.2 15.8668
40807.6 13.2716
40808.4 10.2348
40809.1 8.61908
40809.9 7.65446
40811.4 6.57955
40812.9 6.01229
40815.9 5.42581
40818.9 5.12734
40824.9 4.82352
40830.9 4.66678
40843.0 4.49927
40855.0 4.40468
40879.1 4.28842
40903.1 4.20896
40951.2 4.08719
40999.4 3.98335
41095.6 3.78543
41191.9 3.56903
41288.1 3.29682
41336.3 3.12037
41384.4 2.89779
41432.5 2.60392
41456.6 2.42052
41480.7 2.21230
41504.7 2.00187
41516.8 1.92576
41528.8 1.92016
41540.8 2.09479
41552.8 2.74099
41558.9 3.46328
41564.9 4.71379
41570.9 6.89521
41576.9 10.6774
41581.4 15.1512
41586.0 21.2993
41595.0 34.9820
41599.5 37.9276
41604.1 36.8117
41613.1 29.0656
41623.7 21.0445
41634.3 16.1340
41644.9 13.1402
41655.5 11.2116
41666.1 9.89209
41676.7 8.94553
41697.9 7.69102
41719.0 6.90429
41740.2 6.36737
41782.6 5.68158
41825.0 5.25862
41867.4 4.96788
41952.1 4.58369
42036.8 4.32965
42121.6 4.13958
42291.1 3.85232
42630.1 3.41159
42799.6 3.18792
42842.0 3.11772
42884.3 3.02433
42905.5 2.95503
42926.7 2.84275
42937.3 2.74608
42947.9 2.57651
42953.2 2.42776
42958.5 2.17825
42961.1 1.98062
42963.8 1.71052
42966.4 1.54338
42967.1 1.71700
42967.7 2.29957
42968.4 4.05490
42968.7 6.01548
42969.1 9.56268
42969.3 13.4776
42969.5 18.7411
42970.0 30.7357
42970.2 33.3243
42970.5 32.2346
42970.9 25.2270
42971.4 19.3249
42971.8 15.2567
42972.2 12.5624
42972.6 10.7622
42973.5 8.50948
42974.3 7.21636
42976.0 5.83296
42977.7 5.12149
42979.5 4.69156
42981.2 4.40800
42984.6 4.05584
42988.0 3.84546
42991.4 3.70601
42998.2 3.53095
43005.0 3.42405
43011.8 3.35089
43025.4 3.25460
43039.0 3.19117
43052.6 3.14406
43079.9 3.07397
43134.3 2.97343
43188.8 2.89200
43406.6 2.60415
43624.5 2.30531
43678.9 2.22206
43733.4 2.12937
43760.6 2.07492
43787.8 2.00580
43801.5 1.95749
43815.1 1.88382
43821.9 1.82375
43828.7 1.72364
43835.5 1.51263
43838.9 1.33749
43840.6 1.48493
43841.4 2.28355
43841.9 3.60454
43842.3 6.82736
43842.7 12.6712
43843.0 19.8450
43843.2 21.2836
43843.4 20.4527
43843.7 15.6640
43844.0 11.9280
43844.3 9.41832
43845.0 6.59185
43845.6 5.20074
43846.2 4.42345
43847.5 3.58911
43848.7 3.16998
43851.2 2.75387
43853.7 2.54989
43858.8 2.34823
43863.8 2.24641
43873.8 2.13901
43883.9 2.07837
43903.9 2.00225
43924.0 1.94813
43964.2 1.86061
44004.3 1.78221
44164.9 1.47579
44325.5 1.14436
44486.1 0.779441
44646.7 0.403783
44727.0 0.244078
44767.2 0.186882
44807.3 0.157659
44847.5 0.172990
44867.5 0.205105
44887.6 0.259368
44907.7 0.341821
44927.8 0.460133
44967.9 0.848127
45008.1 1.54956
45048.2 2.79058
45088.4 4.99219
45128.5 8.98530
45160.5 14.6402
45176.4 19.0217
45192.4 25.2881
45227.0 48.3268
45242.5 53.1336
45258.0 49.4315
45261.6 48.2746
45269.5 45.9490
45277.3 44.0149
45293.1 41.0589
45324.6 36.3102
45387.5 26.8963
45446.8 19.9414
45506.1 15.2800
45565.4 12.2221
45624.8 10.2297
45684.1 9.03888
45743.4 8.62833
45802.7 9.25315
45862.0 11.5678
45939.5 18.7378
46017.0 28.2960
46094.5 29.5904
46172.0 24.3644
46220.6 21.0446
46269.2 18.3236
46317.7 16.1767
46329.9 15.7183
46342.0 15.2929
46354.2 14.9304
46360.2 14.8966
46361.8 14.9935
46363.3 15.2917
46364.0 15.6548
46364.8 16.4294
46365.6 18.4243
46365.9 20.6958
46366.3 24.9360
46366.7 31.1182
46367.0 35.4658
46367.4 31.2676
46367.7 24.9739
46368.1 20.5384
46368.5 18.2016
46369.2 16.1882
46370.0 15.3904
46370.8 14.9962
46372.3 14.6209
46373.9 14.4404
46380.1 14.1113
46392.4 13.7209
46404.8 13.3814
46417.1 13.0645
46466.5 11.9545
46516.0 11.0426
46540.7 10.6542
46553.0 10.5067
46559.2 10.5504
46562.3 10.9174
46563.8 11.9224
46564.6 13.7619
46565.0 16.0210
46565.4 20.4933
46565.7 26.6560
46566.0 30.7304
46566.3 26.7828
46566.6 20.4938
46566.9 16.9160
46567.2 14.7691
46567.7 12.5850
46568.8 11.1471
46571.0 10.4771
46575.4 10.2021
46584.1 10.0225
46601.6 9.77775
46636.6 9.34803
46706.6 8.60891
46741.6 8.29408
46776.5 8.03752
46794.0 7.96461
46802.8 7.96537
46811.5 8.02167
46820.3 8.20086
46824.6 8.38856
46829.0 8.71028
46833.4 9.29377
46837.8 10.4421
46840.0 11.4524
46842.1 13.0024
46844.3 15.4813
46846.5 19.4319
46849.3 26.8796
46852.0 31.9858
46854.8 27.2427
46857.5 19.9071
46859.3 16.5105
46861.1 14.1564
46864.7 11.3902
46868.2 9.94662
46871.8 9.11757
46875.4 8.59515
46879.0 8.24388
46886.1 7.80432
46893.3 7.53912
46900.4 7.35701
46914.7 7.10805
46929.0 6.92857
46943.3 6.77974
46971.9 6.52172
47029.1 6.05222
47086.3 5.57132
47143.5 5.02588
47172.1 4.71100
47200.7 4.36007
47229.3 3.98476
47243.6 3.81083
47257.9 3.68895
47272.2 3.71366
47286.5 4.13490
47300.8 5.66324
47308.0 7.39299
47315.1 10.3721
47321.1 14.3072
47327.1 19.8207
47339.0 32.2639
47351.0 34.5083
47362.9 28.4138
47374.3 22.7673
47385.7 18.8090
47397.1 16.1215
47408.5 14.2475
47431.3 11.8723
47454.1 10.4581
47476.9 9.52511
47499.7 8.86266
47545.3 7.97511
47591.0 7.39570
47636.6 6.97699
47682.2 6.65266
47705.0 6.51455
47716.4 6.45130
47722.1 6.42699
47724.9 6.44207
47726.4 6.54657
47727.1 6.87292
47727.4 7.61008
47727.8 11.6086
47728.0 17.0339
47728.2 11.7958
47728.5 8.30213
47728.7 7.32015
47729.2 6.73761
47730.2 6.49546
47732.1 6.40468
47736.0 6.35939
47743.8 6.31227
47759.3 6.23429
47790.4 6.09349
47852.5 5.84787
47914.7 5.63632
47945.8 5.54003
47961.3 5.49384
47969.1 5.47178
47973.0 5.46462
47974.9 5.47744
47975.9 5.54248
47976.4 5.74711
47976.6 6.19278
47976.9 8.79949
47977.0 12.2733
47977.1 8.92422
47977.3 6.53812
47977.5 5.95984
47977.9 5.63523
47978.6 5.50607
47980.1 5.46007
47983.0 5.43862
47988.9 5.41790
48000.7 5.38385
48024.3 5.31976
48071.5 5.19871
48165.8 4.97719
48354.5 4.59047
48731.9 3.93481
49109.3 3.33018
49298.0 3.01688
49392.4 2.84430
49439.5 2.73612
49463.1 2.64325
49474.9 2.52599
49480.8 2.34653
49483.8 2.08673
49485.2 1.82759
49486.0 1.87223
49486.3 2.62812
49486.5 3.94547
49486.7 7.42964
49486.9 13.6272
49487.0 21.7930
49487.2 22.7092
49487.3 17.7764
49487.5 11.9310
49487.7 8.87026
49488.1 6.16182
49489.0 4.42391
49490.7 3.52714
49494.1 3.09284
49500.9 2.87652
49514.5 2.75316
49541.6 2.65531
49595.9 2.53201
49623.1 2.47936
49650.3 2.43759
49663.9 2.43154
49677.4 2.46799
49684.2 2.54185
49691.0 2.75690
49694.4 3.02805
49697.8 3.64586
49699.5 4.28792
49701.2 5.47667
49702.1 6.46964
49702.9 7.93742
49703.8 10.1598
49704.6 13.4768
49705.8 20.4340
49707.0 25.1727
49708.2 20.7738
49709.4 14.0140
49710.6 9.78345
49711.7 7.31505
49712.8 5.84378
49714.0 4.92710
49716.2 3.89526
49718.5 3.36664
49723.0 2.86705
49727.6 2.64271
49736.7 2.44272
49745.7 2.35002
49763.9 2.25169
49782.1 2.18852
49818.4 2.08853
49854.7 1.99739
50000.0 1.62155
50094.4 1.34311
50188.8 1.02427
50283.2 0.665900
50330.4 0.493229
50354.0 0.424914
50365.8 0.404924
50371.7 0.425275
50374.7 0.548378
50376.2 0.972111
50376.9 2.02995
50377.3 3.81396
50377.6 9.13635
50378.0 18.3832
50378.2 15.1010
50378.4 9.65944
50378.6 5.45108
50378.9 3.39438
50379.4 1.79276
50380.3 0.922051
50382.3 0.575123
50386.3 0.457609
50394.2 0.427235
50410.0 0.467211
50425.8 0.587896
50441.6 0.824692
50457.4 1.25083
50473.2 1.99334
50489.0 3.27395
50504.8 5.45405
50517.6 8.21966
50530.4 12.0902
50556.0 21.0629
50568.8 23.2634
50581.6 22.8349
50607.2 18.0845
50629.1 14.0778
50651.0 11.1860
50672.9 9.17856
50694.8 7.75989
50738.6 5.94931
50782.3 4.87720
50869.9 3.73388
50913.7 3.44730
50924.6 3.40960
50935.6 3.41380
50941.1 3.46460
50946.5 3.63717
50949.3 3.86876
50952.0 4.42566
50953.4 5.03923
50954.7 6.25688
50955.4 7.35973
50956.1 9.08499
50956.8 11.9401
50957.5 16.7714
50958.2 25.0806
50959.0 30.8488
50959.8 25.5393
50960.5 17.3221
50961.1 12.9528
50961.7 10.1534
50962.3 8.34150
50962.9 7.13247
50964.1 5.69929
50965.3 4.92673
50967.6 4.17149
50970.0 3.82771
50974.7 3.52899
50979.4 3.40306
50988.9 3.29650
50998.3 3.25288
51036.1 3.24131
51111.6 3.60012
51187.2 4.56967
51224.9 5.39653
51243.8 5.92546
51253.2 6.22633
51258.0 6.40155
51260.3 6.55426
51261.5 6.82475
51262.1 7.38798
51262.4 8.28733
51262.7 10.8556
51263.0 15.4391
51263.3 11.1349
51263.6 8.45278
51263.9 7.56426
51264.6 7.01349
51265.8 6.80118
51268.3 6.79975
51273.2 6.95742
51283.2 7.34719
51303.0 8.24378
51360.3 11.7126
51417.5 16.6347
51532.0 28.0030
51589.3 30.7439
51646.5 30.2233
51761.0 24.3789
51844.3 20.0243
51927.7 16.6209
52011.0 14.0648
52094.3 12.1276
52261.0 9.41360
52427.7 7.55255
52594.3 6.06954
52761.0 4.62021
52844.3 3.75637
52886.0 3.23675
52927.6 2.62023
52969.3 1.86530
53011.0 0.955483
53031.8 0.503393
53042.2 0.330557
53052.6 0.252523
53057.9 0.275752
53063.1 0.363081
53068.3 0.539338
53073.5 0.837657
53078.7 1.30484
53083.9 2.00113
53089.1 3.00455
53094.3 4.40650
53103.2 8.03482
53112.2 13.4148
53121.1 19.8995
53130.0 25.4720
53138.9 28.2337
53147.9 28.1290
53165.7 24.0957
53178.2 21.0190
53190.7 18.4803
53215.8 14.9094
53240.8 12.6570
53265.9 11.1487
53315.9 9.28121
53366.0 8.17940
53466.1 6.97530
53516.2 6.65375
53541.3 6.55123
53553.8 6.53958
53560.0 6.64189
53563.2 7.02760
53564.7 8.00947
53565.5 9.71627
53565.9 11.6633
53566.3 15.3875
53566.6 20.8633
53567.0 24.6917
53567.4 21.1797
53567.7 15.7705
53568.3 11.0323
53568.8 9.01825
53569.9 7.57327
53572.2 6.85659
53576.6 6.58172
53585.5 6.48235
53603.3 6.44385
53638.8 6.47285
53709.9 6.84521
53780.9 7.80829
53852.0 9.74599
53960.0 15.7354
54068.0 24.0398
54176.0 25.7357
54284.0 21.2482
54351.1 18.3326
54418.2 15.9530
54552.5 12.6391
54686.7 10.5655
54820.9 9.17082
54955.2 8.16145
55089.4 7.38243
55357.9 6.20021
55626.3 5.24245
55894.8 4.29817
56029.0 3.77359
56163.2 3.21303
56230.4 2.97278
56297.5 2.91030
56364.6 3.51005
56398.2 4.50659
56431.7 6.54712
56456.0 9.08980
56480.4 12.7568
56529.0 21.2713
56577.7 23.2874
56626.3 19.7455
56659.7 17.1189
56693.1 14.9835
56709.8 14.1039
56726.5 13.3401
56734.8 13.0051
56743.2 12.7234
56747.4 12.6318
56751.5 12.6537
56753.6 12.7967
56755.7 13.2341
56756.7 13.7607
56757.8 14.8334
56758.3 15.8130
56758.8 17.3854
56759.3 20.0280
56759.9 24.5615
56760.4 32.2030
56761.0 37.5205
56761.6 32.6222
56762.1 24.9698
56762.8 19.4917
56763.5 16.6071
56764.1 15.0387
56764.8 14.1240
56766.1 13.1366
56767.4 12.6409
56770.0 12.1540
56772.6 11.9030
56777.9 11.6062
56783.1 11.3992
56793.6 11.0662
56804.1 10.7789
56825.1 10.2763
56846.1 9.84104
56930.0 8.53797
57097.8 7.02630
57265.6 6.13337
57349.6 5.79567
57391.5 5.64559
57412.5 5.58205
57423.0 5.58405
57428.2 5.70602
57430.8 6.14740
57432.2 7.30045
57432.8 9.44163
57433.1 12.0577
57433.5 17.2633
57433.7 24.3724
57434.0 29.4153
57434.3 24.7653
57434.5 17.6314
57434.8 12.5385
57435.2 9.85064
57435.8 7.57740
57437.0 6.26479
57439.5 5.72720
57444.4 5.53799
57454.2 5.45490
57473.8 5.37759
57513.1 5.25221
57591.7 5.02268
57748.9 4.60535
57827.4 4.41143
57906.0 4.23192
57945.3 4.15845
57965.0 4.13417
57984.6 4.13023
58004.2 4.17543
58014.1 4.24108
58023.9 4.37183
58033.7 4.64588
58038.6 4.89569
58043.5 5.29673
58048.4 5.98412
58053.4 7.27097
58055.8 8.35744
58058.3 9.96770
58060.7 12.4358
58063.2 16.1927
58066.6 23.8875
58070.0 29.2118
58073.4 24.3810
58076.8 16.8387
58080.4 11.7178
58084.1 8.90764
58087.7 7.30967
58091.3 6.34083
58094.9 5.71204
58098.5 5.28315
58105.7 4.75168
58112.9 4.44332
58120.1 4.24570
58134.6 4.00711
58149.0 3.86479
58163.4 3.76550
58192.3 3.62365
58221.1 3.51431
58250.0 3.41833
58278.9 3.32839
58293.3 3.28501
58300.5 3.26762
58304.1 3.27917
58305.9 3.35957
58306.8 3.61244
58307.3 4.16040
58307.7 6.91301
58308.0 10.7863
58308.3 7.12364
58308.9 4.03000
58309.5 3.55243
58310.7 3.34319
58313.1 3.26390
58317.9 3.22612
58327.4 3.19009
58346.6 3.13111
58384.9 3.01786
58461.5 2.79097
58614.8 2.32665
58768.1 1.90704
58844.7 1.80179
58883.0 1.81891
58902.2 1.86099
58911.7 1.92495
58916.5 2.10211
58918.9 2.63369
58920.1 3.86664
58920.7 5.78144
58921.0 7.73759
58921.3 11.0315
58921.7 16.8128
58922.0 20.8411
58922.3 17.3194
58922.7 11.7358
58923.0 8.35298
58923.3 6.32218
58923.9 4.32256
58925.1 2.96346
58927.6 2.33361
58932.5 2.11652
58942.3 2.09030
58962.0 2.20934
59001.2 2.67464
59040.5 3.49774
59079.8 4.85367
59123.4 7.24758
59166.9 10.7692
59254.0 18.9828
59297.6 21.0361
59341.1 20.9804
59428.2 17.7891
59505.1 14.7388
59582.1 12.3690
59659.0 10.5846
59735.9 9.19379
59812.8 8.05012
59889.8 7.08729
59928.2 6.71808
59966.7 6.58664
59985.9 6.74952
60005.1 7.26368
60024.4 8.48914
60043.6 11.1692
60066.8 18.0624
60090.0 27.9135
60101.6 30.5926
60113.2 30.3951
60136.4 25.4368
60150.9 22.1334
60165.3 19.4489
60194.3 15.7540
60223.2 13.4902
60252.1 12.0077
60310.0 10.2001
60367.8 9.12548
60425.6 8.39289
60483.5 7.84521
60512.4 7.61552
60541.3 7.40740
60570.3 7.21993
60584.7 7.15616
60591.9 7.23246
60595.6 7.62737
60597.4 8.69448
60598.3 10.5811
60598.7 12.7565
60599.2 17.0153
60599.6 23.2813
60600.0 27.6254
60600.4 23.7654
60600.8 17.6481
60601.2 14.0681
60601.5 11.8746
60602.3 9.67196
60603.7 8.15115
60605.1 7.64497
60606.5 7.41401
60612.2 7.11210
60623.6 6.95799
60646.3 6.80442
60691.8 6.56182
60782.8 6.13466
60873.8 5.73641
60964.7 5.33463
61055.7 4.89424
61101.2 4.64510
61146.7 4.36678
61192.2 4.05288
61237.7 3.71128
61260.4 3.54971
61283.2 3.43329
61305.9 3.45077
61317.3 3.57632
61323.0 3.70761
61325.8 3.86411
61327.2 4.17967
61327.9 4.86827
61328.3 6.00555
61328.6 9.38346
61329.0 15.2564
61329.4 9.72038
61329.7 6.64794
61330.0 5.39906
61330.5 4.55767
61331.7 4.18467
61334.1 4.12876
61338.9 4.31748
61348.4 5.00092
61357.9 6.12625
61367.4 7.90905
61377.3 10.7713
61387.2 14.9021
61407.0 24.8374
61426.8 27.4816
61446.6 23.1688
61463.0 19.3528
61479.5 16.4696
61495.9 14.3957
61512.4 12.8893
61545.2 10.9050
61578.1 9.68341
61611.0 8.86310
61643.8 8.27445
61709.6 7.48051
61775.3 6.96048
61841.1 6.58450
61906.8 6.29266
61939.7 6.16771
61956.1 6.11088
61964.3 6.09517
61968.4 6.13921
61970.5 6.33357
61971.5 6.85848
61972.0 7.79289
61972.5 11.0221
61973.0 16.3181
61973.5 11.3470
61973.9 8.25170
61974.4 7.19264
61975.3 6.51622
61977.1 6.20717
61980.7 6.08657
61987.9 6.02718
62002.4 5.96968
62031.2 5.87893
62089.0 5.71857
62204.6 5.44035
62320.2 5.19387
62378.0 5.07813
62406.9 5.03289
62421.3 5.06410
62424.9 5.11791
62428.5 5.26988
62430.4 5.46047
62432.2 5.89435
62433.1 6.35242
62434.0 7.19960
62434.9 8.97746
62435.3 10.6087
