V-51(n,g) ENDF/B-VII.1
410130 0.00327088
410200 0.00327046
410300 0.00326986
410390 0.00326931
410500 0.00326865
410600 0.00326805
410700 0.00326745
410750 0.00326715
410800 0.00326685
410900 0.00326624
411000 0.00326564
411100 0.00326504
411200 0.00326444
411300 0.00326383
411400 0.00326323
411500 0.00326263
411600 0.00326203
411700 0.00326142
411800 0.00326082
411900 0.00326022
412000 0.00325962
412100 0.00325901
412200 0.00325841
412300 0.00325781
412400 0.00325721
412500 0.00325661
412600 0.00325600
412690 0.00325546
412800 0.00325480
412900 0.00325420
413000 0.00325359
413100 0.00325299
413200 0.00325239
413219 0.00325227
413300 0.00325179
413430 0.00325100
413500 0.00325058
413560 0.00325022
413600 0.00324998
413700 0.00324938
413770 0.00324896
413890 0.00324823
414000 0.00324757
414100 0.00324697
414200 0.00324637
414300 0.00324576
414400 0.00324516
414500 0.00324456
414590 0.00324402
414700 0.00324335
414800 0.00324275
414900 0.00324215
415000 0.00324155
415100 0.00324094
415200 0.00324034
415300 0.00323974
415400 0.00323914
415500 0.00323854
415600 0.00323793
415700 0.00323733
415810 0.00323667
415900 0.00323613
415980 0.00323564
416100 0.00323492
416200 0.00323432
416300 0.00323372
416400 0.00323311
416500 0.00323251
416600 0.00323191
416700 0.00323131
416770 0.00323089
416900 0.00323010
417060 0.00322914
417100 0.00322890
417200 0.00322830
417300 0.00322769
417370 0.00322727
417500 0.00322649
417600 0.00322589
417710 0.00322522
417800 0.00322468
417900 0.00322408
418000 0.00322348
418100 0.00322287
418200 0.00322227
418300 0.00322167
418350 0.00322137
418400 0.00322107
418480 0.00322059
418600 0.00321986
418700 0.00321926
418810 0.00321860
418900 0.00321806
419000 0.00321745
419030 0.00321727
419100 0.00321685
419200 0.00321625
419300 0.00321565
419400 0.00321504
419490 0.00321450
419570 0.00321402
419630 0.00321366
419700 0.00321324
419800 0.00321263
419900 0.00321203
420000 0.00321143
420100 0.00321083
420200 0.00321023
420300 0.00320962
420420 0.00320890
420500 0.00320842
420600 0.00320782
420720 0.00320709
420800 0.00320661
420900 0.00320601
421000 0.00320541
421100 0.00320480
421200 0.00320420
421300 0.00320360
421400 0.00320300
421500 0.00320239
421590 0.00320185
421700 0.00320119
421800 0.00320059
421900 0.00319999
422000 0.00319938
422100 0.00319878
422220 0.00319806
422300 0.00319758
422400 0.00319697
422500 0.00319637
422600 0.00319577
422700 0.00319517
422800 0.00319456
422900 0.00319396
423000 0.00319336
423080 0.00319288
423160 0.00319240
423300 0.00319155
423400 0.00319095
423500 0.00319035
423600 0.00318975
423650 0.00318944
423700 0.00318914
423750 0.00318884
423800 0.00318854
423900 0.00318794
424000 0.00318734
424100 0.00318673
424200 0.00318613
424300 0.00318553
424400 0.00318493
424500 0.00318432
424600 0.00318372
424700 0.00318312
424810 0.00318246
424900 0.00318191
425000 0.00318131
425100 0.00318071
425200 0.00318011
425290 0.00317957
425400 0.00317890
425500 0.00317830
425600 0.00317770
425700 0.00317710
425800 0.00317649
425860 0.00317613
425900 0.00317589
426000 0.00317529
426120 0.00317457
426200 0.00317408
426300 0.00317348
426400 0.00317288
426440 0.00317264
426500 0.00317228
426520 0.00317216
426600 0.00317167
426680 0.00317119
426800 0.00317047
426900 0.00316987
427000 0.00316927
427120 0.00316854
427200 0.00316806
427300 0.00316746
427400 0.00316686
427500 0.00316625
427600 0.00316565
427700 0.00316505
427780 0.00316457
427900 0.00316384
428000 0.00316324
428100 0.00316264
428170 0.00316222
428300 0.00316144
428400 0.00316083
428500 0.00316023
428600 0.00315963
428700 0.00315903
428800 0.00315842
428880 0.00315794
428900 0.00315782
429000 0.00315722
429100 0.00315662
429200 0.00315601
429300 0.00315541
429400 0.00315481
429500 0.00315421
429640 0.00315336
429700 0.00315300
429800 0.00315240
429900 0.00315180
429940 0.00315156
430000 0.00315120
430000 0.00315119
430060 0.00315083
430132 0.00315040
430180 0.00315011
430200 0.00314999
430230 0.00314981
430260 0.00314963
430280 0.00314951
430340 0.00314915
430430 0.00314861
430520 0.00314806
430580 0.00314770
430647 0.00314730
430748 0.00314669
430915 0.00314568
431083 0.00314467
431183 0.00314407
431250 0.00314367
431290 0.00314343
431320 0.00314324
431350 0.00314306
431410 0.00314270
431430 0.00314258
431454 0.00314244
431490 0.00314222
431526 0.00314200
431550 0.00314186
431570 0.00314174
431605 0.00314153
431658 0.00314121
431745 0.00314068
431832 0.00314016
431885 0.00313984
431920 0.00313963
432028 0.00313898
432190 0.00313800
432460 0.00313638
432730 0.00313475
432892 0.00313378
433000 0.00313312
433140 0.00313228
433168 0.00313211
433210 0.00313186
433280 0.00313144
433350 0.00313102
433392 0.00313076
433420 0.00313060
433480 0.00313023
433500 0.00313011
433530 0.00312993
433560 0.00312975
433587 0.00312959
433627 0.00312935
433695 0.00312894
433763 0.00312853
433803 0.00312829
433830 0.00312813
433930 0.00312752
434080 0.00312662
434330 0.00312511
434580 0.00312361
434730 0.00312270
434830 0.00312210
434854 0.00312196
434890 0.00312174
434926 0.00312152
434950 0.00312138
434970 0.00312126
435009 0.00312102
435067 0.00312067
435165 0.00312008
435262 0.00311950
435321 0.00311914
435360 0.00311891
435377 0.00311881
435403 0.00311865
435445 0.00311840
435487 0.00311814
435513 0.00311799
435530 0.00311789
435610 0.00311740
435676 0.00311701
435775 0.00311641
435940 0.00311542
436105 0.00311442
436204 0.00311383
436270 0.00311343
436298 0.00311326
436340 0.00311301
436382 0.00311275
436410 0.00311259
436459 0.00311229
436533 0.00311184
436655 0.00311111
436777 0.00311037
436851 0.00310993
436900 0.00310963
436933 0.00310943
436982 0.00310914
437065 0.00310864
437148 0.00310814
437197 0.00310784
437230 0.00310765
437260 0.00310747
437280 0.00310734
437344 0.00310696
437440 0.00310638
437600 0.00310542
437760 0.00310445
437856 0.00310388
437920 0.00310349
437963 0.00310323
438028 0.00310284
438135 0.00310219
438242 0.00310155
438307 0.00310116
438350 0.00310090
438396 0.00310062
438465 0.00310021
438580 0.00309951
438695 0.00309882
438764 0.00309841
438810 0.00309813
438850 0.00309789
438871 0.00309776
438903 0.00309757
438955 0.00309726
439008 0.00309694
439039 0.00309675
439060 0.00309662
439140 0.00309614
439168 0.00309597
439210 0.00309572
439252 0.00309547
439280 0.00309530
439325 0.00309503
439370 0.00309476
439405 0.00309454
439457 0.00309423
439545 0.00309370
439633 0.00309317
439685 0.00309286
439720 0.00309265
439746 0.00309249
439785 0.00309226
439824 0.00309202
439850 0.00309186
439880 0.00309168
439910 0.00309150
439940 0.00309132
439970 0.00309114
439997 0.00309098
440038 0.00309073
440105 0.00309033
440172 0.00308992
440213 0.00308968
440240 0.00308952
440266 0.00308936
440305 0.00308912
440344 0.00308889
440370 0.00308873
440408 0.00308850
440465 0.00308816
440522 0.00308782
440560 0.00308759
440618 0.00308724
440705 0.00308671
440850 0.00308584
440995 0.00308497
441082 0.00308444
441140 0.00308409
441160 0.00308397
441200 0.00308373
441220 0.00308361
441248 0.00308344
441290 0.00308319
441360 0.00308277
441430 0.00308235
441472 0.00308209
441500 0.00308193
441580 0.00308144
441611 0.00308126
441657 0.00308098
441735 0.00308051
441812 0.00308005
441859 0.00307976
441890 0.00307958
441960 0.00307915
442010 0.00307885
442060 0.00307855
442086 0.00307840
442125 0.00307816
442164 0.00307793
442190 0.00307777
442218 0.00307760
442260 0.00307735
442302 0.00307709
442330 0.00307693
442360 0.00307675
442410 0.00307644
442485 0.00307599
442560 0.00307554
442610 0.00307524
442650 0.00307500
442705 0.00307467
442760 0.00307434
442780 0.00307422
442800 0.00307410
442820 0.00307397
442862 0.00307372
442925 0.00307334
442988 0.00307296
443030 0.00307271
443050 0.00307259
443076 0.00307243
443115 0.00307220
443154 0.00307196
443180 0.00307181
443260 0.00307132
443280 0.00307120
443384 0.00307058
443540 0.00306964
443800 0.00306807
444060 0.00306651
444216 0.00306557
444320 0.00306494
444380 0.00306458
444578 0.00306339
444875 0.00306160
445172 0.00305981
445370 0.00305862
445392 0.00305848
445425 0.00305828
445458 0.00305808
445480 0.00305795
445535 0.00305762
445617 0.00305713
445755 0.00305630
445892 0.00305547
445975 0.00305497
446030 0.00305464
446050 0.00305452
446072 0.00305439
446105 0.00305419
446138 0.00305399
446160 0.00305386
446180 0.00305374
446206 0.00305358
446245 0.00305334
446310 0.00305295
446375 0.00305256
446414 0.00305233
446440 0.00305217
446464 0.00305203
446500 0.00305181
446536 0.00305159
446560 0.00305145
446590 0.00305127
446610 0.00305115
446640 0.00305097
446670 0.00305078
446690 0.00305066
446709 0.00305055
446737 0.00305038
446785 0.00305009
446833 0.00304980
446861 0.00304963
446880 0.00304952
446930 0.00304922
446950 0.00304910
446980 0.00304892
447010 0.00304874
447030 0.00304862
447050 0.00304850
447094 0.00304823
447160 0.00304783
447226 0.00304744
447270 0.00304717
447308 0.00304694
447365 0.00304660
447460 0.00304603
447555 0.00304545
447612 0.00304511
447650 0.00304488
447720 0.00304446
447780 0.00304410
447800 0.00304398
447822 0.00304385
447855 0.00304365
447888 0.00304345
447910 0.00304332
447940 0.00304313
447985 0.00304286
448030 0.00304259
448060 0.00304241
448086 0.00304226
448125 0.00304202
448190 0.00304163
448255 0.00304124
448294 0.00304100
448320 0.00304085
448360 0.00304060
448386 0.00304045
448425 0.00304021
448464 0.00303998
448490 0.00303982
448513 0.00303968
448548 0.00303947
448605 0.00303913
448663 0.00303878
448697 0.00303858
448720 0.00303844
448750 0.00303826
448795 0.00303798
448870 0.00303753
448945 0.00303708
448990 0.00303681
449020 0.00303663
449050 0.00303645
449070 0.00303633
449135 0.00303594
449200 0.00303555
449220 0.00303542
449241 0.00303530
449273 0.00303511
449325 0.00303479
449378 0.00303447
449409 0.00303429
449430 0.00303416
449475 0.00303389
449520 0.00303362
449567 0.00303333
449637 0.00303291
449755 0.00303220
449873 0.00303149
449943 0.00303107
449990 0.00303079
450000 0.00303073
450010 0.00303068
450082 0.00303037
450190 0.00302991
450370 0.00302913
450550 0.00302835
450658 0.00302789
450730 0.00302758
450830 0.00302715
450960 0.00302659
450995 0.00302643
451030 0.00302628
451070 0.00302611
451092 0.00302602
451125 0.00302587
451158 0.00302573
451180 0.00302564
451250 0.00302533
451355 0.00302488
451460 0.00302443
451530 0.00302413
451586 0.00302389
451670 0.00302352
451810 0.00302292
451950 0.00302232
452034 0.00302195
452090 0.00302171
452130 0.00302154
452159 0.00302141
452203 0.00302122
452275 0.00302091
452348 0.00302060
452391 0.00302041
452420 0.00302029
452450 0.00302016
452480 0.00302003
452520 0.00301986
452568 0.00301965
452640 0.00301934
452712 0.00301903
452760 0.00301882
452782 0.00301873
452815 0.00301858
452848 0.00301844
452870 0.00301835
452909 0.00301818
452968 0.00301792
453065 0.00301751
453163 0.00301708
453221 0.00301683
453260 0.00301666
453282 0.00301657
453315 0.00301643
453348 0.00301629
453370 0.00301619
453431 0.00301593
453522 0.00301553
453675 0.00301487
453827 0.00301422
453919 0.00301382
453980 0.00301356
454000 0.00301347
454076 0.00301315
454190 0.00301265
454304 0.00301216
454380 0.00301183
454424 0.00301164
454490 0.00301136
454556 0.00301107
454600 0.00301088
454634 0.00301074
454685 0.00301052
454736 0.00301030
454770 0.00301015
454834 0.00300988
454930 0.00300946
455090 0.00300877
455250 0.00300808
455346 0.00300767
455410 0.00300739
455460 0.00300718
455535 0.00300685
455660 0.00300631
455785 0.00300577
455860 0.00300545
455910 0.00300523
455950 0.00300506
456000 0.00300485
456026 0.00300473
456065 0.00300457
456104 0.00300440
456130 0.00300429
456152 0.00300419
456185 0.00300405
456240 0.00300381
456295 0.00300357
456328 0.00300343
456350 0.00300334
456385 0.00300319
456420 0.00300303
456475 0.00300280
456557 0.00300244
456610 0.00300221
456695 0.00300185
456832 0.00300126
456915 0.00300090
456970 0.00300066
457010 0.00300049
457050 0.00300032
457080 0.00300019
457110 0.00300006
457155 0.00299986
457200 0.00299967
457230 0.00299954
457248 0.00299946
457275 0.00299935
457320 0.00299915
457365 0.00299896
457392 0.00299884
457410 0.00299876
457440 0.00299863
457485 0.00299844
457530 0.00299825
457560 0.00299812
457653 0.00299772
457792 0.00299712
458025 0.00299611
458258 0.00299511
458397 0.00299451
458490 0.00299411
458560 0.00299380
458630 0.00299350
458650 0.00299342
458760 0.00299294
458780 0.00299285
458870 0.00299247
458910 0.00299229
458955 0.00299210
459000 0.00299191
459050 0.00299169
459115 0.00299141
459180 0.00299113
459215 0.00299098
459250 0.00299083
459272 0.00299073
459305 0.00299059
459338 0.00299045
459360 0.00299035
459380 0.00299027
459402 0.00299017
459435 0.00299003
459490 0.00298979
459545 0.00298956
459578 0.00298941
459600 0.00298932
459636 0.00298916
459690 0.00298893
459744 0.00298870
459780 0.00298854
459802 0.00298845
459835 0.00298830
459868 0.00298816
459890 0.00298807
460180 0.00298682
460615 0.00298494
461050 0.00298306
461340 0.00298181
461367 0.00298170
461407 0.00298152
461475 0.00298123
461543 0.00298094
461583 0.00298076
461610 0.00298065
461654 0.00298046
461720 0.00298017
461786 0.00297989
461830 0.00297970
461880 0.00297948
461955 0.00297916
462030 0.00297884
462080 0.00297862
462100 0.00297853
462130 0.00297840
462180 0.00297819
462230 0.00297797
462260 0.00297784
462280 0.00297776
462312 0.00297762
462360 0.00297741
462408 0.00297721
462440 0.00297707
462489 0.00297686
462563 0.00297654
462685 0.00297601
462807 0.00297548
462881 0.00297517
462930 0.00297495
462960 0.00297482
463022 0.00297456
463115 0.00297416
463208 0.00297376
463270 0.00297349
463315 0.00297329
463382 0.00297300
463495 0.00297252
463607 0.00297203
463675 0.00297174
463720 0.00297155
463770 0.00297133
463880 0.00297086
463966 0.00297049
464095 0.00296993
464224 0.00296937
464310 0.00296900
464335 0.00296889
464372 0.00296873
464435 0.00296846
464497 0.00296820
464535 0.00296803
464560 0.00296792
464618 0.00296767
464705 0.00296730
464850 0.00296667
464995 0.00296605
465082 0.00296567
465140 0.00296542
465200 0.00296516
465260 0.00296490
465376 0.00296440
465550 0.00296365
465840 0.00296240
466130 0.00296115
466304 0.00296040
466420 0.00295990
466447 0.00295978
466488 0.00295961
466555 0.00295932
466622 0.00295903
466663 0.00295885
466690 0.00295874
466758 0.00295844
466860 0.00295800
466962 0.00295756
467030 0.00295727
467050 0.00295718
467130 0.00295684
467250 0.00295632
467450 0.00295546
467650 0.00295459
467770 0.00295408
467850 0.00295373
467882 0.00295359
467930 0.00295339
467978 0.00295318
468010 0.00295304
468030 0.00295296
468062 0.00295282
468110 0.00295261
468158 0.00295240
468190 0.00295227
468238 0.00295206
468310 0.00295175
468430 0.00295123
468550 0.00295071
468622 0.00295040
468670 0.00295020
468790 0.00294968
468880 0.00294929
468900 0.00294920
468960 0.00294894
469050 0.00294856
469140 0.00294817
469200 0.00294791
469228 0.00294779
469270 0.00294761
469312 0.00294743
469340 0.00294731
469360 0.00294722
469429 0.00294692
469533 0.00294647
469705 0.00294573
469878 0.00294498
469981 0.00294454
470050 0.00294424
470100 0.00294403
470132 0.00294389
470180 0.00294368
470260 0.00294334
470340 0.00294299
470388 0.00294278
470420 0.00294265
470491 0.00294234
470597 0.00294188
470775 0.00294112
470953 0.00294035
471059 0.00293989
471130 0.00293958
471186 0.00293934
471270 0.00293898
471410 0.00293838
471550 0.00293777
471634 0.00293741
471690 0.00293717
471710 0.00293708
471734 0.00293698
471770 0.00293682
471806 0.00293667
471830 0.00293656
471970 0.00293596
472005 0.00293581
472040 0.00293566
472060 0.00293557
472100 0.00293540
472152 0.00293518
472230 0.00293484
472360 0.00293428
472490 0.00293372
472568 0.00293338
472620 0.00293316
472750 0.00293260
472780 0.00293247
472850 0.00293217
472940 0.00293178
472968 0.00293166
473010 0.00293148
473080 0.00293117
473150 0.00293087
473192 0.00293069
473220 0.00293057
473240 0.00293048
473290 0.00293027
473332 0.00293009
473395 0.00292981
473458 0.00292954
473500 0.00292936
473540 0.00292919
473568 0.00292907
473610 0.00292889
473680 0.00292859
473750 0.00292828
473792 0.00292810
473820 0.00292798
473844 0.00292788
473880 0.00292772
473916 0.00292757
473940 0.00292746
473972 0.00292733
474020 0.00292712
474068 0.00292691
474100 0.00292677
474128 0.00292665
474170 0.00292647
474212 0.00292629
474240 0.00292617
474290 0.00292595
474339 0.00292574
474413 0.00292542
474535 0.00292490
474657 0.00292437
474731 0.00292405
474780 0.00292384
474822 0.00292366
474885 0.00292339
474990 0.00292293
475095 0.00292248
475158 0.00292221
475200 0.00292203
475263 0.00292176
475357 0.00292135
475515 0.00292067
475673 0.00291999
475767 0.00291958
475830 0.00291931
475880 0.00291910
475912 0.00291896
475960 0.00291875
476008 0.00291854
476040 0.00291841
476090 0.00291819
476125 0.00291804
476160 0.00291789
476188 0.00291777
476230 0.00291759
476272 0.00291740
476300 0.00291728
476320 0.00291720
476390 0.00291690
476510 0.00291638
476557 0.00291618
476628 0.00291587
476745 0.00291536
476863 0.00291486
476933 0.00291455
476980 0.00291435
477010 0.00291422
477092 0.00291387
477215 0.00291334
477420 0.00291245
477625 0.00291157
477748 0.00291104
477830 0.00291068
477858 0.00291056
477900 0.00291038
477942 0.00291020
477970 0.00291008
478070 0.00290965
478115 0.00290946
478160 0.00290926
478180 0.00290917
478300 0.00290866
478420 0.00290814
478500 0.00290779
478620 0.00290728
478740 0.00290676
478820 0.00290641
478855 0.00290626
478890 0.00290611
478920 0.00290598
478965 0.00290579
479010 0.00290559
479030 0.00290551
479080 0.00290529
479110 0.00290516
479145 0.00290501
479180 0.00290486
479220 0.00290469
479270 0.00290447
479298 0.00290435
479340 0.00290417
479382 0.00290399
479410 0.00290387
479440 0.00290374
479494 0.00290351
479575 0.00290316
479710 0.00290258
479845 0.00290199
479926 0.00290164
479980 0.00290141
480010 0.00290128
480042 0.00290114
480090 0.00290094
480138 0.00290073
480170 0.00290059
480194 0.00290049
480230 0.00290033
480266 0.00290018
480290 0.00290007
480340 0.00289986
480460 0.00289934
480500 0.00289917
480538 0.00289900
480595 0.00289876
480652 0.00289851
480690 0.00289835
480714 0.00289824
480750 0.00289809
480786 0.00289793
480810 0.00289783
480858 0.00289762
480930 0.00289731
481050 0.00289680
481170 0.00289628
481242 0.00289597
481290 0.00289576
481464 0.00289501
481725 0.00289388
482160 0.00289201
482595 0.00289013
482856 0.00288901
483030 0.00288825
483142 0.00288777
483310 0.00288705
483478 0.00288632
483590 0.00288584
483623 0.00288570
483673 0.00288548
483755 0.00288513
483838 0.00288477
483887 0.00288456
483920 0.00288442
483950 0.00288429
484065 0.00288379
484237 0.00288305
484525 0.00288181
484812 0.00288057
484985 0.00287982
485100 0.00287933
485148 0.00287912
485220 0.00287881
485340 0.00287829
485460 0.00287777
485532 0.00287746
485580 0.00287726
485630 0.00287704
485660 0.00287691
485754 0.00287651
485895 0.00287590
486130 0.00287488
486365 0.00287387
486506 0.00287326
486600 0.00287286
486624 0.00287275
486660 0.00287260
486696 0.00287244
486720 0.00287234
486750 0.00287221
486800 0.00287199
486875 0.00287167
487000 0.00287113
487125 0.00287059
487200 0.00287027
487250 0.00287005
487343 0.00286965
487483 0.00286905
487715 0.00286805
487948 0.00286704
488087 0.00286644
488180 0.00286604
488230 0.00286583
488254 0.00286572
488290 0.00286557
488326 0.00286541
488350 0.00286531
488369 0.00286523
488398 0.00286510
488445 0.00286490
488492 0.00286470
488521 0.00286457
488540 0.00286449
488570 0.00286436
488670 0.00286393
488690 0.00286384
488765 0.00286352
488840 0.00286319
488871 0.00286306
488917 0.00286286
488995 0.00286253
489072 0.00286219
489119 0.00286199
489150 0.00286186
489176 0.00286174
489215 0.00286158
489254 0.00286141
489280 0.00286130
489350 0.00286099
489400 0.00286078
489419 0.00286070
489447 0.00286058
489495 0.00286037
489543 0.00286016
489571 0.00286004
489590 0.00285996
489632 0.00285978
489695 0.00285951
489800 0.00285905
489905 0.00285860
489968 0.00285833
490010 0.00285815
490030 0.00285806
490090 0.00285780
490180 0.00285741
490270 0.00285703
490330 0.00285677
490350 0.00285668
490394 0.00285649
490460 0.00285621
490570 0.00285573
490680 0.00285526
490746 0.00285497
490790 0.00285478
490906 0.00285428
491080 0.00285353
491370 0.00285228
491660 0.00285103
491834 0.00285028
491950 0.00284978
491970 0.00284969
492040 0.00284939
492145 0.00284894
492250 0.00284849
492320 0.00284818
492370 0.00284797
492400 0.00284784
492445 0.00284764
492520 0.00284732
492595 0.00284700
492640 0.00284680
492670 0.00284667
492698 0.00284655
492740 0.00284637
492782 0.00284619
492810 0.00284607
492870 0.00284581
492960 0.00284542
493110 0.00284478
493260 0.00284413
493350 0.00284374
493410 0.00284348
493471 0.00284322
493562 0.00284283
493715 0.00284217
493867 0.00284151
493959 0.00284111
494020 0.00284085
494050 0.00284072
494080 0.00284059
494125 0.00284040
494170 0.00284020
494200 0.00284007
494234 0.00283993
494285 0.00283971
494336 0.00283949
494370 0.00283934
494396 0.00283923
494435 0.00283906
494474 0.00283889
494500 0.00283878
494840 0.00283731
494870 0.00283718
495004 0.00283661
495205 0.00283574
495406 0.00283487
495540 0.00283429
495590 0.00283408
495665 0.00283376
495740 0.00283343
495790 0.00283322
495820 0.00283309
495855 0.00283294
495890 0.00283278
495930 0.00283261
495990 0.00283235
496050 0.00283209
496090 0.00283192
496190 0.00283149
496210 0.00283140
496285 0.00283108
496360 0.00283076
496460 0.00283033
496610 0.00282968
496860 0.00282860
497110 0.00282752
497260 0.00282688
497360 0.00282644
497403 0.00282626
497468 0.00282598
497575 0.00282552
497682 0.00282505
497747 0.00282477
497790 0.00282459
497865 0.00282427
497940 0.00282394
497970 0.00282381
498015 0.00282362
498060 0.00282342
498090 0.00282330
498110 0.00282321
498162 0.00282298
498240 0.00282265
498318 0.00282231
498370 0.00282209
498390 0.00282200
498418 0.00282188
498460 0.00282170
498530 0.00282140
498600 0.00282110
498642 0.00282091
498670 0.00282079
498801 0.00282023
498998 0.00281938
499325 0.00281797
499653 0.00281655
499849 0.00281571
499980 0.00281514
500000 0.00281506
500030 0.00281497
500100 0.00281477
500242 0.00281436
500455 0.00281375
500810 0.00281273
501165 0.00281171
501378 0.00281110
501520 0.00281069
501560 0.00281057
501600 0.00281046
501656 0.00281030
501740 0.00281005
501880 0.00280965
502020 0.00280925
502104 0.00280901
502160 0.00280885
502190 0.00280876
502235 0.00280863
502280 0.00280850
502310 0.00280842
502335 0.00280834
502373 0.00280823
502435 0.00280806
502498 0.00280788
502535 0.00280777
502560 0.00280770
502660 0.00280741
502716 0.00280725
502800 0.00280701
502884 0.00280677
502940 0.00280660
502999 0.00280644
503088 0.00280618
503235 0.00280576
503383 0.00280533
503471 0.00280508
503530 0.00280491
503555 0.00280484
503593 0.00280473
503655 0.00280455
503718 0.00280437
503755 0.00280426
503780 0.00280419
503916 0.00280380
504120 0.00280321
504460 0.00280224
504800 0.00280126
505004 0.00280067
505140 0.00280028
505163 0.00280021
505198 0.00280011
505255 0.00279995
505312 0.00279979
505347 0.00279969
505370 0.00279962
505420 0.00279948
505470 0.00279933
505500 0.00279925
505520 0.00279919
505550 0.00279910
505625 0.00279889
505700 0.00279867
505765 0.00279848
505863 0.00279820
506025 0.00279774
506187 0.00279727
506285 0.00279699
506350 0.00279680
506383 0.00279671
506432 0.00279657
506515 0.00279633
506597 0.00279609
506647 0.00279595
506680 0.00279585
506708 0.00279577
506750 0.00279565
506820 0.00279545
506890 0.00279525
506932 0.00279513
506960 0.00279505
507070 0.00279473
507090 0.00279467
507181 0.00279441
507318 0.00279402
507545 0.00279337
507773 0.00279271
507909 0.00279232
508000 0.00279206
508121 0.00279171
508303 0.00279119
508605 0.00279032
508908 0.00278945
509089 0.00278893
509210 0.00278858
509254 0.00278845
509320 0.00278826
509430 0.00278795
509540 0.00278763
509606 0.00278744
509650 0.00278731
509680 0.00278723
509716 0.00278713
509770 0.00278697
509824 0.00278681
509860 0.00278671
509940 0.00278648
510040 0.00278619
510120 0.00278596
510170 0.00278582
510225 0.00278566
510307 0.00278543
510445 0.00278503
510582 0.00278464
510665 0.00278440
510720 0.00278424
510770 0.00278410
510820 0.00278395
510900 0.00278372
510994 0.00278345
511135 0.00278305
511276 0.00278264
511370 0.00278237
511450 0.00278214
511480 0.00278205
511515 0.00278195
511550 0.00278185
511630 0.00278162
511667 0.00278152
511723 0.00278136
511815 0.00278109
511907 0.00278083
511963 0.00278067
512000 0.00278056
512068 0.00278036
512170 0.00278007
512272 0.00277978
512340 0.00277958
512390 0.00277944
512440 0.00277929
512470 0.00277921
512496 0.00277913
512535 0.00277902
512574 0.00277891
512600 0.00277883
512630 0.00277875
512680 0.00277860
512730 0.00277846
512760 0.00277837
512810 0.00277823
512860 0.00277809
512940 0.00277786
512966 0.00277778
513005 0.00277767
513044 0.00277756
513070 0.00277748
513233 0.00277701
513478 0.00277631
513885 0.00277514
514293 0.00277397
514537 0.00277327
514700 0.00277280
514755 0.00277264
514810 0.00277248
514840 0.00277239
514930 0.00277214
515020 0.00277188
515088 0.00277168
515190 0.00277139
515292 0.00277110
515360 0.00277090
515514 0.00277046
515745 0.00276979
516130 0.00276869
516515 0.00276758
516746 0.00276692
516900 0.00276647
516920 0.00276642
516960 0.00276630
517000 0.00276619
517030 0.00276610
517080 0.00276596
517110 0.00276587
517150 0.00276575
517190 0.00276564
517220 0.00276555
517240 0.00276550
517395 0.00276505
517628 0.00276438
518015 0.00276327
518403 0.00276215
518635 0.00276149
518790 0.00276104
518810 0.00276098
519000 0.00276044
519030 0.00276035
519091 0.00276017
519182 0.00275991
519335 0.00275947
519487 0.00275904
519579 0.00275877
519640 0.00275860
519670 0.00275851
519715 0.00275838
519782 0.00275819
519895 0.00275786
520008 0.00275754
520075 0.00275735
520120 0.00275722
520222 0.00275692
520375 0.00275648
520630 0.00275575
520885 0.00275502
521038 0.00275458
521140 0.00275428
521170 0.00275420
521250 0.00275397
521300 0.00275382
521338 0.00275371
521395 0.00275355
521452 0.00275339
521490 0.00275328
521571 0.00275304
521692 0.00275270
521895 0.00275211
522098 0.00275153
522219 0.00275118
522300 0.00275095
522355 0.00275079
522410 0.00275063
522430 0.00275058
522464 0.00275048
522515 0.00275033
522566 0.00275018
522600 0.00275009
522680 0.00274986
522800 0.00274951
522920 0.00274917
523000 0.00274894
523035 0.00274884
523088 0.00274868
523175 0.00274843
523262 0.00274818
523315 0.00274803
523350 0.00274793
523380 0.00274784
523490 0.00274753
523510 0.00274747
523544 0.00274737
523595 0.00274723
523646 0.00274708
523680 0.00274698
523758 0.00274676
523875 0.00274642
524070 0.00274586
524265 0.00274530
524382 0.00274496
524460 0.00274474
524510 0.00274460
524665 0.00274415
524897 0.00274348
525285 0.00274237
525673 0.00274125
525905 0.00274059
526060 0.00274014
526120 0.00273997
526322 0.00273939
526625 0.00273852
527130 0.00273706
527635 0.00273561
527938 0.00273474
528140 0.00273416
528165 0.00273409
528202 0.00273398
528265 0.00273380
528327 0.00273362
528365 0.00273351
528390 0.00273344
528477 0.00273319
528608 0.00273282
528825 0.00273219
529042 0.00273157
529173 0.00273119
529260 0.00273094
529321 0.00273077
529413 0.00273050
529565 0.00273006
529718 0.00272962
529809 0.00272936
529870 0.00272919
529910 0.00272907
529950 0.00272896
530090 0.00272855
530120 0.00272847
530170 0.00272832
530200 0.00272824
530230 0.00272815
530260 0.00272807
530310 0.00272792
530396 0.00272767
530525 0.00272730
530740 0.00272669
530955 0.00272607
531084 0.00272570
531170 0.00272545
531228 0.00272528
531315 0.00272503
531460 0.00272462
531605 0.00272420
531692 0.00272395
531750 0.00272378
531822 0.00272358
531930 0.00272327
532110 0.00272275
532290 0.00272223
532398 0.00272192
532470 0.00272171
532492 0.00272165
532525 0.00272155
532580 0.00272140
532635 0.00272124
532668 0.00272114
532690 0.00272108
532728 0.00272097
532785 0.00272081
532842 0.00272064
532880 0.00272053
532910 0.00272045
533063 0.00272001
