Ga-69(n,g) ENDF/B-VII.1
7.00000E+06 0.00120596
8.00000E+06 0.000730641
8.44566E+06 0.000593628
8.48528E+06 0.000583080
9.00000E+06 0.000484978
9.00972E+06 0.000483659
9.24021E+06 0.000453794
9.48683E+06 0.000433438
9.74004E+06 0.000424336
1.00000E+07 0.000427300
1.02411E+07 0.000437540
1.04591E+07 0.000456813
1.04606E+07 0.000456945
1.04881E+07 0.000459409
1.05607E+07 0.000469232
1.07410E+07 0.000494237
1.10000E+07 0.000543780
1.14891E+07 0.000614681
1.20000E+07 0.000728022
1.30000E+07 0.000807459
1.40000E+07 0.000772350
1.45000E+07 0.000740684
1.47939E+07 0.000722216
1.50000E+07 0.000709751
1.60000E+07 0.000659304
1.70000E+07 0.000626731
1.80000E+07 0.000609123
1.90000E+07 0.000602943
2.00000E+07 0.000605498
