As-75(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
8127.25 4.75303
8132.04 4.56273
8134.43 4.43165
8135.63 4.35876
8135.93 4.36876
8136.23 4.46464
8136.52 4.98021
8136.67 5.95808
8136.75 7.04091
8136.82 8.95965
8136.91 12.8395
8137.00 16.3960
8137.09 15.2216
8137.18 11.9396
8137.28 9.24782
8137.38 7.73525
8137.59 6.30070
8137.79 5.67851
8138.00 5.34811
8138.82 4.84624
8140.45 4.58016
8143.73 4.38362
8150.28 4.13913
8163.39 3.70694
8176.50 3.25775
8189.60 2.76128
8202.71 2.20604
8209.26 1.92227
8215.82 1.68653
8222.37 1.66763
8225.65 1.90559
8228.92 2.57377
8230.56 3.22586
8232.20 4.26148
8233.84 5.93577
8235.48 8.72614
8237.12 13.5907
8238.75 22.5733
8239.57 29.8928
8240.39 40.3521
8241.21 55.4687
8242.03 77.2304
8243.52 137.088
8245.00 189.709
8246.49 167.564
8247.98 115.196
8249.53 76.5256
8251.08 53.7656
8252.64 40.0880
8254.19 31.3795
8255.74 25.5097
8257.29 21.3541
8260.40 15.9482
8263.50 12.6195
8266.60 10.3564
8269.71 8.67796
8270.48 8.31818
8271.26 7.99502
8271.65 7.87704
8272.04 7.87978
8272.23 8.02696
8272.42 8.48203
8272.62 9.91201
8272.71 11.6840
8272.81 15.1815
8272.91 21.0948
8273.00 26.2548
8273.10 23.8570
8273.19 18.5746
8273.27 15.1682
8273.36 12.9833
8273.52 10.6400
8273.69 9.48747
8273.85 8.83266
8274.18 8.11098
8274.51 7.70702
8275.18 7.21947
8275.84 6.88955
8277.16 6.38706
8278.48 5.97223
8283.78 4.62606
8289.07 3.49411
8294.36 2.45360
8299.66 1.52163
8302.30 1.18956
8303.63 1.11070
8304.95 1.13920
8306.27 1.34491
8307.60 1.84967
8308.26 2.27817
8308.92 2.87682
8309.58 3.70821
8310.24 4.85623
8310.90 6.44967
8311.57 8.67202
8312.23 11.8008
8312.89 16.2512
8313.55 22.6890
8314.21 32.0997
8314.87 46.0244
8315.54 66.4805
8316.77 127.324
8318.00 187.865
8318.62 191.216
8319.23 175.265
8320.47 126.376
8321.80 86.4907
8323.13 62.5408
8324.46 47.9465
8325.79 38.5379
8327.12 32.1191
8328.45 27.5326
8331.12 21.4986
8333.78 17.7607
8336.44 15.2608
8337.77 14.3278
8339.10 13.6132
8339.77 13.4006
8340.43 13.4658
8340.77 13.7956
8341.10 14.7416
8341.27 15.8003
8341.43 17.7999
8341.52 19.4850
8341.60 21.9824
8341.68 25.7657
8341.76 31.4892
8341.88 43.3347
8342.00 51.4052
8342.12 43.6872
8342.24 31.8532
8342.37 23.3619
8342.51 18.9459
8342.64 16.5237
8342.78 15.0802
8343.05 13.5175
8343.32 12.7136
8343.87 11.8887
8344.41 11.4354
8345.50 10.8676
8346.59 10.4641
8348.76 9.85441
8350.94 9.40259
8355.29 8.88090
8359.64 8.95484
8364.00 10.0342
8368.35 13.2911
8370.52 16.6369
8372.70 22.2080
8374.88 31.6319
8377.05 47.5711
8380.03 84.3036
8383.00 119.960
8385.98 110.881
8388.95 80.5370
8390.82 64.9039
8392.69 53.2122
8396.44 38.2126
8400.18 29.6297
8403.92 24.3028
8407.66 20.7454
8411.41 18.2257
8418.89 14.9090
8426.38 12.8117
8433.86 11.3395
8441.35 10.2112
8445.09 9.71050
8446.96 9.45139
8447.90 9.33721
8448.37 9.43415
8448.60 9.88020
8448.72 10.6190
8448.83 12.5319
8448.92 15.2859
8449.00 17.8157
8449.08 16.9672
8449.17 14.6227
8449.27 12.5513
8449.38 11.4441
8449.59 10.4482
8450.02 9.78847
8450.87 9.39422
8452.58 9.08101
8456.00 8.68154
8462.83 8.02046
8469.66 7.40995
8476.49 6.80578
8483.33 6.17574
8490.16 5.49418
8493.57 5.13762
8496.99 4.79794
8500.41 4.55492
8502.11 4.51477
8502.97 4.54069
8503.18 4.59359
8503.40 4.76278
8503.61 5.42399
8503.72 6.43449
8503.82 8.85601
8503.91 12.9381
8504.00 17.2489
8504.09 16.7513
8504.18 13.6653
8504.30 10.5277
8504.42 8.89578
8504.67 7.50576
8504.92 7.00453
8505.16 6.82500
8506.15 7.18393
8507.13 8.46224
8508.12 10.8258
8509.11 15.0710
8510.09 22.9340
8511.08 38.2774
8511.57 51.0962
8512.06 69.2328
8513.03 124.174
8514.00 175.627
8514.97 159.704
8515.94 113.585
8516.69 85.9506
8517.43 66.9013
8518.18 53.8897
8518.92 44.7917
8520.42 33.3524
8521.91 26.7088
8523.40 22.4712
8524.89 19.5730
8527.87 15.8996
8530.86 13.6628
8533.84 12.1191
8536.82 10.8838
8537.57 10.5759
8538.32 10.2496
8538.69 10.0889
8539.06 9.99186
8539.25 10.0521
8539.44 10.3797
8539.62 11.6262
8539.71 13.2847
8539.81 16.7167
8539.90 23.3345
8540.00 30.0708
8540.10 28.9431
8540.19 23.6997
8540.26 20.7623
8540.32 18.5720
8540.45 15.8257
8540.58 14.2729
8540.71 13.3129
8540.97 12.2147
8541.23 11.6075
8541.74 10.9376
8542.26 10.5514
8543.29 10.0633
8544.32 9.71840
8546.39 9.17185
8548.45 8.68619
8550.52 8.18666
8551.55 7.90739
8552.58 7.58780
8553.62 7.20145
8554.65 6.72723
8555.17 6.49421
8555.68 6.47519
8555.94 6.81921
8556.20 8.00751
8556.33 9.39400
8556.46 11.9719
8556.59 16.9305
8556.65 21.0209
8556.71 26.6336
8556.79 35.3361
8556.86 46.3785
8557.00 66.8126
8557.14 63.8361
8557.29 48.4408
8557.43 36.2484
8557.57 28.5985
8557.72 23.7236
8557.86 20.5196
8558.00 18.2782
8558.15 16.6646
8558.43 14.5038
8558.72 13.1460
8559.01 12.2206
8559.58 11.0428
8560.16 10.3204
8560.73 9.82558
8561.88 9.17338
8563.03 8.74225
8564.17 8.41925
8566.47 7.93081
8571.06 7.19474
8575.65 6.52939
8580.25 5.80432
8582.54 5.39103
8584.84 4.94209
8587.13 4.51666
8588.28 4.39606
8589.43 4.49536
8590.58 5.20827
8591.15 6.11728
8591.73 7.82415
8592.30 11.0999
8592.87 17.6988
8593.16 23.4079
8593.45 31.9319
8593.73 44.8334
8594.02 64.2417
8594.51 117.333
8595.00 168.678
8595.49 155.597
8595.98 112.050
8596.40 82.9694
8596.82 63.6656
8597.24 50.9196
8597.66 42.2504
8598.50 31.5960
8599.35 25.5360
8600.19 21.7233
8601.03 19.1394
8602.71 15.9019
8604.39 13.9733
8606.07 12.6993
8609.44 11.1146
8612.80 10.1561
8616.17 9.50216
8622.90 8.63712
8629.63 8.05581
8636.35 7.59928
8639.72 7.38647
8643.08 7.15842
8644.77 7.02245
8646.45 6.84699
8647.29 6.73025
8648.13 6.58757
8648.55 6.52361
8648.97 6.55156
8649.18 6.71691
8649.39 7.25870
8649.50 7.90630
8649.60 9.16922
8649.71 11.7945
8649.81 17.5276
8649.91 27.2579
8650.00 36.5048
8650.09 34.0504
8650.19 26.0328
8650.30 19.4243
8650.40 15.5885
8650.51 13.3289
8650.62 11.9181
8650.83 10.2960
8651.05 9.42628
8651.48 8.54019
8651.91 8.10029
8652.77 7.65940
8653.63 7.43104
8655.35 7.17516
8657.07 7.01500
8660.52 6.78223
8663.96 6.58164
8667.40 6.37016
8669.12 6.24672
8670.84 6.09818
8672.57 5.90338
8673.43 5.77609
8674.29 5.61760
8675.15 5.41677
8676.01 5.18886
8676.44 5.12995
8676.87 5.34474
8677.08 5.81924
8677.30 7.06606
8677.41 8.36202
8677.51 10.5628
8677.62 14.4864
8677.73 21.4989
8677.80 28.1902
8677.86 36.8538
8678.00 52.5087
8678.14 49.6277
8678.27 37.4277
8678.39 29.1324
8678.50 23.5586
8678.62 19.7879
8678.73 17.2102
8678.96 13.9910
8679.19 12.1428
8679.42 10.9631
8679.64 10.1583
8680.10 9.14480
8680.56 8.53599
8681.02 8.13295
8681.93 7.63001
8682.85 7.32623
8683.76 7.11970
8685.59 6.84913
8687.42 6.67147
8689.25 6.53939
8692.91 6.34285
8700.23 6.06172
8707.55 5.83610
8722.19 5.42715
8729.51 5.20458
8733.17 5.05322
8735.00 4.92704
8735.91 4.84379
8736.37 4.92972
8736.60 5.36514
8736.71 6.09825
8736.83 8.00017
8736.91 10.9941
8737.00 13.9757
8737.09 13.4244
8737.17 11.0441
8737.31 8.45932
8737.45 7.22963
8737.73 6.21575
8738.28 5.59741
8739.38 5.26705
8741.59 5.06278
8746.02 4.86062
8750.44 4.68835
8754.86 4.50339
8759.28 4.28280
8761.49 4.14972
8763.70 3.99534
8765.91 3.82140
8767.02 3.73907
8768.12 3.69146
8769.23 3.77672
8769.78 3.96535
8770.33 4.40497
8770.89 5.44535
8771.16 6.45908
8771.44 8.14839
8771.72 11.1333
8771.99 16.7519
8772.13 21.4410
8772.27 28.2974
8772.41 38.4875
8772.54 53.6121
8772.77 91.8016
8773.00 124.561
8773.23 109.268
8773.46 75.4298
8773.68 52.1615
8773.90 38.0278
8774.12 29.3300
8774.34 23.7124
8774.56 19.8987
8774.78 17.1937
8775.22 13.6975
8775.66 11.5792
8776.09 10.1901
8776.97 8.50438
8777.85 7.53590
8778.73 6.91259
8780.49 6.15858
8782.25 5.71463
8784.01 5.41669
8787.52 5.02650
8791.04 4.76509
8794.56 4.56373
8801.59 4.24263
8808.62 3.96576
8815.65 3.69719
8819.17 3.55839
8822.69 3.41735
8824.44 3.35839
8826.20 3.36429
8827.08 3.47669
8827.52 3.62337
8827.96 3.91692
8828.40 4.55645
8828.62 5.16347
8828.84 6.16750
8829.06 7.96983
8829.28 11.5291
8829.39 14.6702
8829.50 19.5395
8829.61 27.3429
8829.72 39.8133
8829.86 64.8353
8830.00 83.8844
8830.14 70.6504
8830.28 47.2967
8830.37 36.6250
8830.46 29.0411
8830.63 19.7018
8830.80 14.6203
8830.97 11.6140
8831.15 9.69114
8831.32 8.40106
8831.66 6.81397
8832.01 5.90162
8832.35 5.32559
8833.04 4.65121
8833.73 4.27463
8834.42 4.03563
8835.79 3.74678
8837.17 3.57313
8838.55 3.45281
8841.30 3.28884
8846.81 3.10628
8852.32 3.07907
8857.83 3.34744
8860.59 3.73546
8863.34 4.50767
8866.10 6.12991
8867.47 7.61984
8868.85 10.0327
8870.23 14.2433
8871.61 22.3751
8872.30 29.4850
8872.98 40.4639
8873.67 58.1228
8874.36 86.7182
8875.18 137.344
8876.00 170.275
8876.82 135.328
8877.64 84.1418
8878.36 54.7595
8879.07 37.1373
8879.78 26.3920
8880.50 19.5548
8881.93 11.8639
8883.35 7.97814
8884.78 5.83727
8886.21 4.63839
8887.64 4.04469
8889.07 3.92897
8890.49 4.28742
8891.92 5.22090
8893.35 6.96390
8894.78 9.96578
8896.21 15.0692
8897.63 23.8792
8899.06 39.4729
8900.49 67.3196
8902.25 126.308
8904.00 183.429
8904.88 185.413
8905.76 168.882
8907.51 120.392
8908.71 93.6492
8909.91 74.2126
8912.30 50.2154
8914.70 37.0218
8917.09 29.0613
8919.49 23.8628
8921.88 20.2493
8926.67 15.6061
8931.46 12.7647
8936.25 10.8370
8941.04 9.41456
8943.44 8.80612
8944.64 8.50491
8945.23 8.39092
8945.53 8.50097
8945.68 8.85361
8945.83 10.1577
8946.00 13.6034
8946.17 11.7996
8946.35 9.94677
8946.52 9.22889
8946.88 8.67562
8947.59 8.27975
8949.02 7.89716
8951.87 7.36287
8957.58 6.50680
8968.99 5.15085
8980.41 4.03273
8986.11 3.51193
8987.54 3.37332
8988.97 3.21681
8990.39 3.01907
8990.75 2.97137
8991.11 2.97346
8991.28 3.05327
8991.46 3.32008
8991.64 4.22037
8991.73 5.38001
8991.82 7.74860
8991.91 12.1585
8992.00 16.5617
8992.09 15.6131
8992.18 12.0526
8992.32 8.37476
8992.45 6.54878
8992.73 5.00233
8993.00 4.37275
8993.27 4.04351
8993.81 3.70398
8994.36 3.52786
8995.44 3.33797
8996.53 3.23224
9000.87 3.10378
9005.22 3.35042
9009.57 4.23238
9013.91 6.46304
9016.09 8.57614
9018.26 11.8960
9020.43 17.2077
9022.60 25.9078
9024.78 40.4799
9026.95 64.9949
9029.98 122.813
9033.00 180.425
9034.51 183.636
9036.03 168.499
9039.05 122.024
9041.97 87.2788
9044.90 65.2064
9047.82 51.1527
9050.74 41.8119
9056.59 30.5815
9062.44 24.2692
9068.28 20.2858
9074.13 17.5443
9079.98 15.4995
9082.90 14.6027
9084.36 14.1352
9085.09 13.9439
9085.46 14.1486
9085.64 14.8701
9085.73 15.8523
9085.82 17.9376
9085.91 21.7382
9086.00 25.4793
9086.09 24.6372
9086.18 21.5325
9086.29 18.6598
9086.41 17.0962
9086.64 15.6370
9087.09 14.6167
9088.00 13.9349
9088.92 13.5779
9089.83 13.3004
9093.48 12.3649
9095.31 11.8814
9096.22 11.6075
9097.13 11.2899
9098.05 10.8938
9098.50 10.6471
9098.96 10.3538
9099.42 10.0054
9099.87 9.66249
9100.10 9.62493
9100.33 10.0497
9100.44 10.7773
9100.56 12.3968
9100.67 16.0583
9100.73 19.4157
9100.79 24.5410
9100.84 31.4733
9100.89 40.6743
9101.00 58.3600
9101.11 57.4771
9101.21 45.5550
9101.29 38.1041
9101.37 32.6299
9101.45 28.6338
9101.52 25.7566
9101.68 21.9391
9101.83 19.6224
9102.14 16.9984
9102.45 15.5931
9102.76 14.7185
9103.07 14.1236
9103.69 13.3548
9104.31 12.8671
9104.93 12.5203
9106.16 12.0377
9107.40 11.6951
9108.64 11.4241
9111.11 10.9925
9116.06 10.3312
9121.01 9.79171
9130.91 8.86055
9133.39 8.63229
9135.86 8.38564
9137.10 8.24351
9138.34 8.07264
9138.95 7.96977
9139.57 7.86369
9139.88 7.83660
9140.19 7.91998
9140.35 8.10610
9140.50 8.58891
9140.66 9.94892
9140.73 11.4591
9140.81 14.1706
9140.91 20.0033
9141.00 25.7046
9141.10 24.4353
9141.19 19.7115
9141.26 16.8118
9141.34 14.7922
9141.48 12.3989
9141.63 11.1430
9141.78 10.4045
9142.07 9.60023
9142.37 9.17973
9142.95 8.74249
9143.54 8.50968
9144.72 8.24175
9145.89 8.06938
9148.24 7.81580
9150.59 7.60611
9159.98 6.85641
9164.68 6.47187
9169.38 6.04201
9171.73 5.78797
9174.08 5.47204
9175.25 5.26651
9176.43 5.00178
9177.01 4.84557
9177.60 4.72702
9177.89 4.77753
9178.19 5.16543
9178.33 5.74121
9178.48 7.01361
9178.63 10.0270
9178.70 12.9402
9178.77 17.6544
9178.83 22.8690
9178.89 29.4712
9179.00 41.2807
9179.11 38.6865
9179.23 29.1302
9179.30 24.0143
9179.37 20.2064
9179.52 15.4017
9179.66 12.6669
9179.81 10.9998
9180.10 9.12028
9180.39 8.12263
9180.97 7.09392
9181.55 6.56591
9182.71 5.99998
9183.88 5.66995
9186.20 5.22962
9188.53 4.88752
9193.18 4.27456
9197.83 3.68766
9202.48 3.21479
9204.81 3.15525
9207.13 3.44728
9209.46 4.62084
9210.62 5.93798
9211.78 8.22676
9212.95 12.2801
9214.11 19.6854
9215.27 33.7458
9215.85 45.1423
9216.44 60.9460
9217.72 115.345
9219.00 170.129
9219.64 173.640
9220.28 159.816
9221.57 116.549
9222.70 86.2475
9223.83 66.1278
9224.96 52.8580
9226.10 43.8221
9228.36 32.7066
9230.63 26.3596
9232.89 22.3403
9235.16 19.5984
9239.69 16.1219
9244.22 14.0101
9248.75 12.5717
9253.28 11.4745
9255.55 10.9476
9256.68 10.6625
9256.96 10.6224
9257.25 10.6924
9257.53 11.3074
9257.67 12.5139
9257.74 13.8164
9257.81 16.0617
9257.91 21.1306
9258.00 26.1173
9258.09 25.0090
9258.19 20.8939
9258.31 16.9804
9258.44 14.9084
9258.68 13.0283
9258.93 12.2215
9259.18 11.7845
9259.68 11.3129
9260.18 11.0490
9261.17 10.7282
9262.16 10.5109
9264.15 10.1850
9266.14 9.92190
9274.09 9.11289
9290.00 7.97259
9305.90 7.06502
9309.88 6.83986
9313.85 6.59643
9315.84 6.45671
9317.83 6.28635
9318.82 6.17717
9319.82 6.03850
9320.31 5.95893
9320.81 5.90536
9321.06 5.94355
9321.31 6.17323
9321.43 6.50259
9321.56 7.20935
9321.68 8.84269
9321.80 12.8953
9321.90 19.2525
9322.00 25.5639
9322.10 24.1356
9322.20 18.9798
9322.28 15.4338
9322.37 13.0999
9322.54 10.5080
9322.71 9.21020
9322.88 8.47412
9323.22 7.68790
9323.56 7.28326
9324.24 6.86973
9324.92 6.65212
9326.29 6.40459
9327.65 6.24664
9330.37 6.01375
9333.10 5.81697
9338.55 5.44180
9344.01 5.04627
9349.46 4.60066
9354.91 4.07647
9357.64 3.77437
9360.36 3.43761
9361.72 3.25146
9363.09 3.04487
9364.45 2.80786
9364.79 2.76149
9365.13 2.78822
9365.30 2.90526
9365.47 3.25228
9365.64 4.33043
9365.73 5.63876
9365.81 8.18905
9365.91 13.1698
9366.00 18.0611
9366.09 16.9553
9366.19 12.9164
9366.27 10.0355
9366.36 8.16876
9366.53 6.16487
9366.70 5.18588
9366.87 4.63952
9367.22 4.06859
9367.56 3.78938
9368.24 3.54751
9368.93 3.49491
9370.30 3.74585
9371.67 4.59953
9373.04 6.65017
9373.72 8.55209
9374.41 11.5167
9375.10 16.2522
9375.78 24.0048
9376.47 37.0481
9377.15 59.1461
9378.08 109.503
9379.00 158.647
9379.93 146.847
9380.85 105.791
9381.74 75.6288
9382.63 56.5494
9383.52 44.4463
9384.41 36.4393
9386.18 26.8575
9387.96 21.5260
9389.74 18.2031
9391.52 15.9607
9395.07 13.1454
9398.63 11.4516
9402.18 10.3118
9409.29 8.83838
9416.40 7.87100
9423.51 7.11091
9427.07 6.74707
9430.62 6.34075
9432.40 6.08851
9434.18 5.75844
9435.06 5.54593
9435.95 5.32350
9436.40 5.28289
9436.84 5.54417
9437.06 6.06970
9437.29 7.42281
9437.40 8.81554
9437.51 11.2095
9437.62 15.4666
9437.73 23.2173
9437.80 30.3826
9437.87 39.4206
9438.00 55.4480
9438.14 51.7413
9438.27 38.5781
9438.35 31.9448
9438.43 26.9644
9438.59 20.4657
9438.76 16.6917
9438.92 14.3366
9439.24 11.6564
9439.57 10.2285
9439.89 9.35341
9440.22 8.76943
9440.87 8.03657
9441.51 7.59278
9442.16 7.29066
9443.46 6.89379
9444.76 6.63093
9446.06 6.43343
9448.65 6.13427
9453.84 5.69099
9459.03 5.32064
9469.41 4.62908
9479.80 3.91581
9490.18 3.15429
9495.37 2.78944
9500.56 2.53089
9505.75 2.65686
9508.34 3.11380
9510.94 4.19386
9513.54 6.60166
9514.83 8.77457
9516.13 12.0995
9517.43 17.3068
9518.73 25.6550
9520.02 39.3638
9521.32 61.9235
9523.16 115.024
9525.00 166.208
9525.92 167.835
9526.85 152.755
9528.69 108.795
9529.81 86.9611
9530.92 70.4360
9533.16 48.8733
9535.39 36.1928
9537.62 27.9849
9539.86 22.0304
9542.09 16.9756
9543.21 14.3828
9543.76 12.9856
9544.32 11.5004
9544.88 9.99594
9545.16 9.34901
9545.44 8.96775
9545.72 9.27894
9546.00 11.4139
9546.14 14.0286
9546.28 18.6369
9546.42 26.7692
9546.56 40.6764
9546.67 58.1728
9546.78 81.8937
9547.00 131.834
9547.11 141.063
9547.22 135.969
9547.45 108.243
9547.64 85.7666
9547.84 69.9136
9548.04 58.9065
9548.23 51.1624
9548.62 41.1875
9549.02 35.1887
9549.41 31.1953
9549.80 28.3480
9550.59 24.5259
9551.37 22.0216
9552.16 20.2149
9553.73 17.7058
9555.30 16.0695
9556.08 15.5535
9556.87 15.3521
9557.66 15.7569
9558.44 17.5831
9558.83 19.6861
9559.23 23.4010
9559.62 30.0805
9560.01 42.0303
9560.51 68.3291
9561.00 94.4727
9561.50 88.7372
9561.99 67.2330
9562.45 51.6567
9562.91 41.5424
9563.37 34.9702
9563.83 30.5305
9564.75 25.0532
9565.67 21.8774
9566.59 19.8095
9567.51 18.3508
9569.35 16.3951
9571.19 15.1086
9573.02 14.1700
9576.70 12.8397
9580.38 11.8976
9584.06 11.1677
9591.41 10.0605
9598.77 9.21299
9606.12 8.50124
9613.48 7.85034
9617.16 7.51681
9619.00 7.32474
9619.91 7.21453
9620.37 7.21211
9620.60 7.39199
9620.72 7.73506
9620.83 8.68197
9621.00 11.6183
9621.17 10.1892
9621.27 9.11616
9621.37 8.51616
9621.58 7.94215
9621.99 7.53781
9622.82 7.27324
9624.47 7.03766
9627.78 6.69611
9634.39 5.99164
9637.70 5.55689
9639.35 5.29746
9641.00 4.99481
9642.65 4.63466
9643.48 4.43459
9644.31 4.24119
9645.13 4.13185
9645.55 4.19103
9645.96 4.46267
9646.37 5.25689
9646.58 6.09129
9646.79 7.51100
9646.99 10.0418
9647.20 14.7457
9647.30 18.6328
9647.41 24.1396
9647.51 32.0815
9647.61 43.4878
9647.81 76.7878
9648.00 107.530
9648.20 97.5330
9648.39 69.6107
9648.52 55.0529
9648.64 44.4836
9648.89 31.2710
9649.15 23.9089
9649.40 19.4723
9649.65 16.5663
9649.90 14.5612
9650.41 11.9984
9650.91 10.4528
9651.42 9.42425
9652.43 8.13623
9653.44 7.34540
9654.45 6.79379
9656.47 6.03065
9660.51 5.01831
9664.55 4.22849
9668.58 3.60100
9670.60 3.45421
9672.62 3.62900
9674.64 4.61152
9675.65 5.77306
9676.66 7.82500
9677.67 11.4886
9678.68 18.1839
9679.69 30.8525
9680.20 41.0720
9680.70 55.1484
9681.85 105.513
9683.00 157.509
9683.58 161.705
9684.15 149.683
9685.30 110.320
9686.22 84.5757
9687.14 66.6298
9688.06 54.2999
9688.98 45.6428
9690.81 34.6636
9692.65 28.2211
9694.49 24.0742
9696.33 21.2181
9700.00 17.5744
9700.00 13.6846
10000.0 13.5718
12500.0 12.7908
15000.0 12.2088
17000.0 11.8355
20000.0 11.3799
25000.0 10.8025
30000.0 10.3671
35000.0 10.0216
40000.0 9.73710
50000.0 9.28861
60000.0 8.94380
70000.0 8.66504
80000.0 8.43184
99999.9 8.05690
100000 8.74154
150000 8.02477
200000 7.56190
201280 7.55309
201280 7.55309
250000 7.21774
268221 7.11317
268221 7.11317
283307 7.02660
283307 7.02659
300000 6.93079
308016 6.89169
308016 6.89169
350000 6.68688
398410 6.47167
398410 6.47167
400000 6.46460
406052 6.43944
406052 6.43944
450000 6.25672
461133 6.21281
475061 6.15787
475061 6.15787
500000 6.05950
539980 5.91200
580076 5.76408
580076 5.76408
592876 5.71686
592876 5.71686
593177 5.71575
593177 5.71574
600000 5.69057
600991 5.68722
600991 5.68722
626006 5.60263
626006 5.60263
654917 5.50487
654917 5.50487
700000 5.35242
719526 5.29233
800000 5.04468
832722 4.95402
832722 4.95402
861613 4.87398
871375 4.84693
871376 4.84693
876645 4.83233
876646 4.83233
898334 4.77225
898334 4.77225
900000 4.76763
980837 4.56838
990688 4.54410
990688 4.54410
1.00000E+06 4.52114
1.05745E+06 4.39672
1.05745E+06 4.39672
1.05817E+06 4.39514
1.05818E+06 4.39514
1.07762E+06 4.35303
1.07762E+06 4.35303
1.08113E+06 4.34542
1.08113E+06 4.34542
1.08897E+06 4.32845
1.08897E+06 4.32845
1.09535E+06 4.31462
1.09535E+06 4.31462
1.10000E+06 4.30455
1.11106E+06 4.28379
1.11106E+06 4.28379
1.11501E+06 4.27637
1.11501E+06 4.27637
1.14187E+06 4.22594
1.14187E+06 4.22594
1.14410E+06 4.22176
1.14410E+06 4.22176
1.17077E+06 4.17168
1.17077E+06 4.17168
1.18778E+06 4.13975
1.18778E+06 4.13975
1.20000E+06 4.11680
1.21980E+06 4.08508
1.21981E+06 4.08508
1.28102E+06 3.98701
1.28102E+06 3.98701
1.29579E+06 3.96334
1.30000E+06 3.95660
1.31184E+06 3.94071
1.31185E+06 3.94071
1.31983E+06 3.92999
1.31983E+06 3.92999
1.32703E+06 3.92034
1.32703E+06 3.92034
1.35836E+06 3.87831
1.35836E+06 3.87831
1.36747E+06 3.86610
1.36747E+06 3.86610
1.38926E+06 3.83687
1.38926E+06 3.83687
1.39850E+06 3.82448
1.39850E+06 3.82447
1.40000E+06 3.82246
1.43932E+06 3.77932
1.43932E+06 3.77932
1.44976E+06 3.76787
1.44976E+06 3.76787
1.45077E+06 3.76676
1.45077E+06 3.76676
1.47491E+06 3.74028
1.47491E+06 3.74028
1.49356E+06 3.71983
1.49356E+06 3.71983
1.50000E+06 3.71276
1.54160E+06 3.67657
1.54160E+06 3.67657
1.55062E+06 3.66872
1.55062E+06 3.66872
1.60000E+06 3.62576
1.60443E+06 3.62283
1.63777E+06 3.60075
1.65584E+06 3.58879
1.67233E+06 3.57787
1.67335E+06 3.57720
1.67335E+06 3.57720
1.70000E+06 3.55956
1.80000E+06 3.51210
1.90000E+06 3.48119
2.00000E+06 3.46455
2.50000E+06 3.51564
3.00000E+06 3.63946
3.50000E+06 3.74524
4.00000E+06 3.81646
4.50000E+06 3.86074
5.00000E+06 3.89034
5.39114E+06 3.90925
5.39115E+06 3.90925
5.50000E+06 3.91452
6.00000E+06 3.93559
6.50000E+06 3.95164
6.99131E+06 3.95942
6.99131E+06 3.95942
7.00000E+06 3.95956
7.50000E+06 3.95789
8.00000E+06 3.94639
8.50000E+06 3.92540
9.00000E+06 3.89586
9.50000E+06 3.85906
1.00000E+07 3.81649
1.03812E+07 3.78107
1.05000E+07 3.77003
1.10000E+07 3.72028
1.15000E+07 3.66800
1.20000E+07 3.61402
1.25000E+07 3.55902
1.30000E+07 3.50354
1.35000E+07 3.44805
1.40000E+07 3.39291
1.45000E+07 3.33841
1.50000E+07 3.28481
1.55000E+07 3.23232
1.60000E+07 3.18118
1.70000E+07 3.08395
1.80000E+07 2.99528
1.84633E+07 2.95905
1.84633E+07 2.95905
1.90000E+07 2.91707
2.00000E+07 2.85056
